Codigo_Mat;Denominacion Material;Centro;Almacen;C-B;LibreUt;Valor_Lut;Calidad;Valor_Cal;Bloqueado;Valor_Blo;Hora;TpMt;Categoria;Marca;Grupo;Sector;TextAlm;TextCent
50001027;FRIENDS PD REGULAR S/P (12X60);1001;3000;PAK;1318,00;378160,56;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001074;CHICCO KIT CHAMPU ORI LOCION COLONIA 200;1001;3000;CS;3,00;5011,20;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH- Kit Cosmética;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001078;SECUREZZA PANTS XL (8X10);1001;3000;PAK;798,00;1005416,16;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Securezza;PH-Pañal Pull Up;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001079;AMY SEC TH 24P 99% AGUA;1000;3000;CS;0,00;0,00;0,000;0,00;1,979;1186,55;27.02.2026 - 12:09:54;ZTEC;TOALLAS HUMEDAS;Amy;PH-TH Travel Pack;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50001079;AMY SEC TH 24P 99% AGUA;1001;3000;CS;11,00;6594,72;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;TOALLAS HUMEDAS;Amy;PH-TH Travel Pack;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001084;CHICCO TH ORIGINAL 24P (TRAVEL);1000;3000;CS;0,00;0,00;0,000;0,00;0,833;600,40;27.02.2026 - 12:09:54;ZTEC;TOALLAS HUMEDAS;Chicco;PH-TH Travel Pack;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50001084;CHICCO TH ORIGINAL 24P (TRAVEL);1001;3000;CS;74,00;53315,52;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;TOALLAS HUMEDAS;Chicco;PH-TH Travel Pack;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001045;CHICCO TALCO 100G;1000;3000;CS;0,00;0,00;0,000;0,00;0,458;495,33;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Talco;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50001045;CHICCO TALCO 100G;1001;3000;CS;381,00;411754,32;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Talco;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001095;SECUREZZA PANTS M (8X10);1001;3000;PAK;121,00;126924,16;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Securezza;PH-Pañal Pull Up;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
