Codigo_Mat;Denominacion Material;Centro;Almacen;C-B;LibreUt;Calidad;Bloqueado;Hora;Categoría;Marca;Grupo;TextAlm;TextCent
50000976;CHICCO TH ORIGINAL 24UN;1001;3018;CS;0,45;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Chicco;PH-TH Flow Pack;3018-Rechazado;1001-Pharsana Maracay
50000978;FRIENDS TS NOCTURNA SIN ALAS (12X10);1001;3002;PAK;0,00;0,000;0,750;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3002-PT Reserva;1001-Pharsana Maracay
50000978;FRIENDS TS NOCTURNA SIN ALAS (12X10);1001;3018;PAK;1,00;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3018-Rechazado;1001-Pharsana Maracay
50000978;FRIENDS TS NOCTURNA SIN ALAS (12X10);1002;3001;PAK;1,83;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3001-Muestras Gemelas;1002-Pharsana Higienico
50001021;SECUREZZA POST PARTO (12X15UN);1001;3000;PAK;5053,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;3000-ProdTerminado WM;1001-Pharsana Maracay
50001021;SECUREZZA POST PARTO (12X15UN);1001;3002;PAK;17,83;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;3002-PT Reserva;1001-Pharsana Maracay
50001021;SECUREZZA POST PARTO (12X15UN);1001;3013;PAK;10,08;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;3013-Dev. LEG.;1001-Pharsana Maracay
50001021;SECUREZZA POST PARTO (12X15UN);1001;3018;PAK;2,42;0,000;0,250;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;3018-Rechazado;1001-Pharsana Maracay
50001021;SECUREZZA POST PARTO (12X15UN);1002;3001;PAK;16,67;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;3001-Muestras Gemelas;1002-Pharsana Higienico
50001023;CHICCO BS COTONCITO (32x100UN);1000;3001;CS;7,06;0,625;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3001-Muestras Gemelas;1000-Pharsana Valencia
50001023;CHICCO BS COTONCITO (32x100UN);1000;3017;CS;1,13;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3017-MG Microbilogia;1000-Pharsana Valencia
50001023;CHICCO BS COTONCITO (32x100UN);1001;3000;CS;559,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3000-ProdTerminado WM;1001-Pharsana Maracay
50001023;CHICCO BS COTONCITO (32x100UN);1001;3002;CS;4,06;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3002-PT Reserva;1001-Pharsana Maracay
50001023;CHICCO BS COTONCITO (32x100UN);1001;3004;CS;0,28;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3004-Devoluciones;1001-Pharsana Maracay
50001023;CHICCO BS COTONCITO (32x100UN);1001;3018;CS;4,84;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3018-Rechazado;1001-Pharsana Maracay
50001024;CHICCO BS COTONCITO (48x60UN);1000;3001;CS;6,50;0,604;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3001-Muestras Gemelas;1000-Pharsana Valencia
50001024;CHICCO BS COTONCITO (48x60UN);1000;3003;CS;0,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3003-PT Cuarentena;1000-Pharsana Valencia
50001024;CHICCO BS COTONCITO (48x60UN);1000;3017;CS;1,65;0,083;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3017-MG Microbilogia;1000-Pharsana Valencia
50001024;CHICCO BS COTONCITO (48x60UN);1001;3000;CS;751,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3000-ProdTerminado WM;1001-Pharsana Maracay
50001024;CHICCO BS COTONCITO (48x60UN);1001;3002;CS;11,79;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3002-PT Reserva;1001-Pharsana Maracay
50001024;CHICCO BS COTONCITO (48x60UN);1001;3004;CS;8,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3004-Devoluciones;1001-Pharsana Maracay
50001024;CHICCO BS COTONCITO (48x60UN);1001;3018;CS;1,21;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3018-Rechazado;1001-Pharsana Maracay
50001025;CHICCO BS MOTAS DE ALGODON (12x100UN);1000;3000;CS;0,00;0,000;0,333;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3000-Prod. Terminado;1000-Pharsana Valencia
50001025;CHICCO BS MOTAS DE ALGODON (12x100UN);1000;3001;CS;0,83;0,333;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3001-Muestras Gemelas;1000-Pharsana Valencia
50001025;CHICCO BS MOTAS DE ALGODON (12x100UN);1000;3017;CS;0,50;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3017-MG Microbilogia;1000-Pharsana Valencia
50001025;CHICCO BS MOTAS DE ALGODON (12x100UN);1001;3000;CS;423,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3000-ProdTerminado WM;1001-Pharsana Maracay
50001025;CHICCO BS MOTAS DE ALGODON (12x100UN);1001;3004;CS;3,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3004-Devoluciones;1001-Pharsana Maracay
50001026;BASTONCITO PARA HISOPOS (NACIONAL PH);1000;3000;CS;50,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Pharsana;PH-Hisopos;3000-Prod. Terminado;1000-Pharsana Valencia
50001027;FRIENDS PD REGULAR S/P (12X60);1001;3002;PAK;0,00;0,000;15,083;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;3002-PT Reserva;1001-Pharsana Maracay
50001027;FRIENDS PD REGULAR S/P (12X60);1002;3001;PAK;2,33;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;3001-Muestras Gemelas;1002-Pharsana Higienico
50001028;FRIENDS PD REGULAR S/P PROMOCION (12X60);1002;3001;PAK;4,08;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;3001-Muestras Gemelas;1002-Pharsana Higienico
50001030;CHICCO COTONCITO 60P PROMO 3x2;1000;3001;CS;0,31;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3001-Muestras Gemelas;1000-Pharsana Valencia
50001030;CHICCO COTONCITO 60P PROMO 3x2;1001;3002;CS;1,63;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3002-PT Reserva;1001-Pharsana Maracay
50001030;CHICCO COTONCITO 60P PROMO 3x2;1001;3018;CS;8,13;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3018-Rechazado;1001-Pharsana Maracay
50001034;CHICCO COTONCITO 100P PROMO 3x2;1000;3001;CS;0,67;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3001-Muestras Gemelas;1000-Pharsana Valencia
50001034;CHICCO COTONCITO 100P PROMO 3x2;1001;3002;CS;7,33;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3002-PT Reserva;1001-Pharsana Maracay
50001034;CHICCO COTONCITO 100P PROMO 3x2;1001;3018;CS;1,83;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3018-Rechazado;1001-Pharsana Maracay
50001035;LADYFACE DISCOS DE ALGODON 80P PROMO 3x2;1000;3001;CS;0,25;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Lady Face;PH-Cotton Round;3001-Muestras Gemelas;1000-Pharsana Valencia
50001035;LADYFACE DISCOS DE ALGODON 80P PROMO 3x2;1001;3002;CS;1,75;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Lady Face;PH-Cotton Round;3002-PT Reserva;1001-Pharsana Maracay
50001039;CHICCO BS JABON EN BARRA P/NIÑOS(30x90);1001;3000;CS;239,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Jabon en barra;3000-ProdTerminado WM;1001-Pharsana Maracay
50001039;CHICCO BS JABON EN BARRA P/NIÑOS(30x90);1001;3018;CS;0,83;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Jabon en barra;3018-Rechazado;1001-Pharsana Maracay
50001041;FRIENDS PD REGULAR S/P PROMOPACK (4X120);1001;3002;PAK;21,75;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;3002-PT Reserva;1001-Pharsana Maracay
50001041;FRIENDS PD REGULAR S/P PROMOPACK (4X120);1001;3018;PAK;0,25;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;3018-Rechazado;1001-Pharsana Maracay
50001041;FRIENDS PD REGULAR S/P PROMOPACK (4X120);1002;3001;PAK;9,75;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;3001-Muestras Gemelas;1002-Pharsana Higienico
50001045;CHICCO BS TALCO (24x100G);1000;3000;CS;0,00;0,000;0,458;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Talco;3000-Prod. Terminado;1000-Pharsana Valencia
50001045;CHICCO BS TALCO (24x100G);1000;3001;CS;7,25;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Talco;3001-Muestras Gemelas;1000-Pharsana Valencia
50001045;CHICCO BS TALCO (24x100G);1000;3017;CS;0,96;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Talco;3017-MG Microbilogia;1000-Pharsana Valencia
50001045;CHICCO BS TALCO (24x100G);1001;3000;CS;576,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Talco;3000-ProdTerminado WM;1001-Pharsana Maracay
50001045;CHICCO BS TALCO (24x100G);1001;3002;CS;0,71;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Talco;3002-PT Reserva;1001-Pharsana Maracay
50001045;CHICCO BS TALCO (24x100G);1001;3018;CS;0,04;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Talco;3018-Rechazado;1001-Pharsana Maracay
50001046;CHICCO BS ACEITE CREMOSO (28x100ML);1000;3001;CS;0,61;0,143;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3001-Muestras Gemelas;1000-Pharsana Valencia
50001046;CHICCO BS ACEITE CREMOSO (28x100ML);1001;3000;CS;142,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3000-ProdTerminado WM;1001-Pharsana Maracay
50001046;CHICCO BS ACEITE CREMOSO (28x100ML);1001;3002;CS;0,00;0,000;10,214;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3002-PT Reserva;1001-Pharsana Maracay
50001046;CHICCO BS ACEITE CREMOSO (28x100ML);1001;3018;CS;1,07;1,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50001047;SECUREZZA CLASSIC M (4X20UN) PROMOPACK;1001;3000;PAK;326,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3000-ProdTerminado WM;1001-Pharsana Maracay
50001047;SECUREZZA CLASSIC M (4X20UN) PROMOPACK;1001;3002;PAK;7,25;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3002-PT Reserva;1001-Pharsana Maracay
50001047;SECUREZZA CLASSIC M (4X20UN) PROMOPACK;1001;3004;PAK;1,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3004-Devoluciones;1001-Pharsana Maracay
50001047;SECUREZZA CLASSIC M (4X20UN) PROMOPACK;1001;3018;PAK;2,25;0,000;0,250;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3018-Rechazado;1001-Pharsana Maracay
50001047;SECUREZZA CLASSIC M (4X20UN) PROMOPACK;1002;3001;PAK;11,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3001-Muestras Gemelas;1002-Pharsana Higienico
50001048;SECUREZZA CLASSIC L (4X20UN) PROMOPACK;1001;3000;PAK;691,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3000-ProdTerminado WM;1001-Pharsana Maracay
50001048;SECUREZZA CLASSIC L (4X20UN) PROMOPACK;1001;3002;PAK;12,25;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3002-PT Reserva;1001-Pharsana Maracay
50001048;SECUREZZA CLASSIC L (4X20UN) PROMOPACK;1001;3018;PAK;3,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3018-Rechazado;1001-Pharsana Maracay
50001048;SECUREZZA CLASSIC L (4X20UN) PROMOPACK;1002;3001;PAK;13,25;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3001-Muestras Gemelas;1002-Pharsana Higienico
50001049;SECUREZZA COMFORT M (4X20UN) PROMOPACK;1001;3000;PAK;410,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3000-ProdTerminado WM;1001-Pharsana Maracay
50001049;SECUREZZA COMFORT M (4X20UN) PROMOPACK;1001;3002;PAK;16,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3002-PT Reserva;1001-Pharsana Maracay
50001049;SECUREZZA COMFORT M (4X20UN) PROMOPACK;1001;3018;PAK;5,50;0,000;0,750;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3018-Rechazado;1001-Pharsana Maracay
50001049;SECUREZZA COMFORT M (4X20UN) PROMOPACK;1002;3001;PAK;5,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3001-Muestras Gemelas;1002-Pharsana Higienico
50001050;SECUREZZA COMFORT L (4X20UN) PROMOPACK;1001;3000;PAK;373,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3000-ProdTerminado WM;1001-Pharsana Maracay
50001050;SECUREZZA COMFORT L (4X20UN) PROMOPACK;1001;3002;PAK;9,50;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3002-PT Reserva;1001-Pharsana Maracay
50001050;SECUREZZA COMFORT L (4X20UN) PROMOPACK;1001;3018;PAK;2,75;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3018-Rechazado;1001-Pharsana Maracay
50001050;SECUREZZA COMFORT L (4X20UN) PROMOPACK;1002;3001;PAK;7,50;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3001-Muestras Gemelas;1002-Pharsana Higienico
50001051;CHICCO BS COTONCITO(12x300UN PAGA 200UN);1000;3001;CS;6,42;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3001-Muestras Gemelas;1000-Pharsana Valencia
50001051;CHICCO BS COTONCITO(12x300UN PAGA 200UN);1000;3017;CS;0,50;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3017-MG Microbilogia;1000-Pharsana Valencia
50001051;CHICCO BS COTONCITO(12x300UN PAGA 200UN);1001;3000;CS;189,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3000-ProdTerminado WM;1001-Pharsana Maracay
50001051;CHICCO BS COTONCITO(12x300UN PAGA 200UN);1001;3002;CS;10,67;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3002-PT Reserva;1001-Pharsana Maracay
50001051;CHICCO BS COTONCITO(12x300UN PAGA 200UN);1001;3004;CS;1,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3004-Devoluciones;1001-Pharsana Maracay
50001051;CHICCO BS COTONCITO(12x300UN PAGA 200UN);1001;3018;CS;2,42;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3018-Rechazado;1001-Pharsana Maracay
50001052;CHICCO BS COTONCITO(16x180UN PAGA 120UN);1000;3001;CS;3,38;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3001-Muestras Gemelas;1000-Pharsana Valencia
50001052;CHICCO BS COTONCITO(16x180UN PAGA 120UN);1001;3002;CS;14,50;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3002-PT Reserva;1001-Pharsana Maracay
50001052;CHICCO BS COTONCITO(16x180UN PAGA 120UN);1001;3018;CS;1,50;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3018-Rechazado;1001-Pharsana Maracay
50001054;CHICCO BS MOTAS ALG (12x100UN) PROMO;1000;3001;CS;3,58;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3001-Muestras Gemelas;1000-Pharsana Valencia
50001054;CHICCO BS MOTAS ALG (12x100UN) PROMO;1001;3000;CS;205,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3000-ProdTerminado WM;1001-Pharsana Maracay
50001054;CHICCO BS MOTAS ALG (12x100UN) PROMO;1001;3002;CS;13,92;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3002-PT Reserva;1001-Pharsana Maracay
50001055;LADY FACE TH DESMAQUILLANTE (24x24UN);1000;3001;CS;1,33;0,042;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3001-Muestras Gemelas;1000-Pharsana Valencia
50001055;LADY FACE TH DESMAQUILLANTE (24x24UN);1000;3017;CS;0,50;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3017-MG Microbilogia;1000-Pharsana Valencia
50001055;LADY FACE TH DESMAQUILLANTE (24x24UN);1001;3000;CS;384,00;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3000-ProdTerminado WM;1001-Pharsana Maracay
50001055;LADY FACE TH DESMAQUILLANTE (24x24UN);1001;3002;CS;1,33;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3002-PT Reserva;1001-Pharsana Maracay
50001055;LADY FACE TH DESMAQUILLANTE (24x24UN);1001;3004;CS;2,00;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3004-Devoluciones;1001-Pharsana Maracay
50001055;LADY FACE TH DESMAQUILLANTE (24x24UN);1001;3018;CS;0,75;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3018-Rechazado;1001-Pharsana Maracay
50001056;LADY FACE TH PREVENIR ACNE (24x24UN);1000;3001;CS;1,13;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3001-Muestras Gemelas;1000-Pharsana Valencia
50001056;LADY FACE TH PREVENIR ACNE (24x24UN);1001;3000;CS;66,00;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3000-ProdTerminado WM;1001-Pharsana Maracay
50001056;LADY FACE TH PREVENIR ACNE (24x24UN);1001;3002;CS;2,63;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3002-PT Reserva;1001-Pharsana Maracay
50001056;LADY FACE TH PREVENIR ACNE (24x24UN);1001;3004;CS;1,00;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3004-Devoluciones;1001-Pharsana Maracay
50001056;LADY FACE TH PREVENIR ACNE (24x24UN);1001;3018;CS;0,04;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;3018-Rechazado;1001-Pharsana Maracay
50001057;FRIENDS TH INTIMA (24x24UN);1000;3001;CS;1,54;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Friends;PH-TH Travel Pack;3001-Muestras Gemelas;1000-Pharsana Valencia
50001057;FRIENDS TH INTIMA (24x24UN);1001;3000;CS;33,00;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Friends;PH-TH Travel Pack;3000-ProdTerminado WM;1001-Pharsana Maracay
50001057;FRIENDS TH INTIMA (24x24UN);1001;3002;CS;2,42;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Friends;PH-TH Travel Pack;3002-PT Reserva;1001-Pharsana Maracay
50001057;FRIENDS TH INTIMA (24x24UN);1001;3004;CS;2,00;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Friends;PH-TH Travel Pack;3004-Devoluciones;1001-Pharsana Maracay
50001057;FRIENDS TH INTIMA (24x24UN);1001;3018;CS;0,17;0,000;0,000;20.02.2026 - 22:03:39;TOALLAS HUMEDAS;Friends;PH-TH Travel Pack;3018-Rechazado;1001-Pharsana Maracay
50000727;AMY BIBERON MARINO 250ML (9);1001;3018;CS;0,11;0,000;0,000;20.02.2026 - 22:03:39;PUERICULTURA;Amy;PH- Biberón;3018-Rechazado;1001-Pharsana Maracay
50001066;FRIENDS TS ULTRADELGA (36X10UN);1001;3000;CS;664,00;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3000-ProdTerminado WM;1001-Pharsana Maracay
50001066;FRIENDS TS ULTRADELGA (36X10UN);1001;3002;CS;7,22;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3002-PT Reserva;1001-Pharsana Maracay
50001066;FRIENDS TS ULTRADELGA (36X10UN);1001;3004;CS;4,00;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3004-Devoluciones;1001-Pharsana Maracay
50001066;FRIENDS TS ULTRADELGA (36X10UN);1001;3018;CS;0,03;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3018-Rechazado;1001-Pharsana Maracay
50001067;FRIENDS TS NOCTURNA CON ALAS (36X10UN);1001;3000;CS;188,00;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3000-ProdTerminado WM;1001-Pharsana Maracay
50001067;FRIENDS TS NOCTURNA CON ALAS (36X10UN);1001;3002;CS;4,61;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3002-PT Reserva;1001-Pharsana Maracay
50001067;FRIENDS TS NOCTURNA CON ALAS (36X10UN);1001;3004;CS;1,00;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3004-Devoluciones;1001-Pharsana Maracay
50001067;FRIENDS TS NOCTURNA CON ALAS (36X10UN);1001;3018;CS;0,03;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3018-Rechazado;1001-Pharsana Maracay
50001068;FRIENDS TS NOCT/ULTRA PROMOPACK(24X10UN);1001;3002;CS;4,42;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3002-PT Reserva;1001-Pharsana Maracay
50001068;FRIENDS TS NOCT/ULTRA PROMOPACK(24X10UN);1001;3018;CS;0,08;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;3018-Rechazado;1001-Pharsana Maracay
50001069;SECUREZZA BC CREMA DERMO PROTEC(15x130G);1000;3001;CS;0,13;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Securezza;PH-Crema Protectoras;3001-Muestras Gemelas;1000-Pharsana Valencia
50001069;SECUREZZA BC CREMA DERMO PROTEC(15x130G);1001;3000;CS;19,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Securezza;PH-Crema Protectoras;3000-ProdTerminado WM;1001-Pharsana Maracay
50000017;LADYFACE DISCOS DE ALGODON 80P;1000;3001;CS;10,33;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Lady Face;PH-Cotton Round;3001-Muestras Gemelas;1000-Pharsana Valencia
50000017;LADYFACE DISCOS DE ALGODON 80P;1001;3002;CS;4,25;0,000;2,583;20.02.2026 - 22:03:39;ALGODONES PT;Lady Face;PH-Cotton Round;3002-PT Reserva;1001-Pharsana Maracay
50000017;LADYFACE DISCOS DE ALGODON 80P;1001;3018;CS;0,21;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Lady Face;PH-Cotton Round;3018-Rechazado;1001-Pharsana Maracay
50000739;EVA TRATAMIENTO VAINILLA CARAMEL 200;1001;3018;CS;3,90;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Eva;PH-Acondicionador;3018-Rechazado;1001-Pharsana Maracay
50000741;EVA TRATAMIENTO COCO PASSION 200 cc;1001;3018;CS;1,20;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Eva;PH-Acondicionador;3018-Rechazado;1001-Pharsana Maracay
50000743;EVA LOCIÓN CORPORAL VAINILLA CARAM 200cc;1000;3018;CS;317,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Eva;PH-Loción;3018-Rechazado;1000-Pharsana Valencia
50000743;EVA LOCIÓN CORPORAL VAINILLA CARAM 200cc;1001;3018;CS;12,90;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Eva;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
