Codigo_Mat;Denominacion Material;Centro;Almacen;C-B;LibreUt;Calidad;Bloqueado;Hora;Categoría;Marca;Grupo;TextAlm;TextCent
50000745;EVA LOCIÓN CORPORAL COCO PASSION 200cc;1001;3018;CS;4,30;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Eva;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
50000010;CHICCO MOTAS DE ALGODON (12x100UN);1000;3001;CS;5,75;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3001-Muestras Gemelas;1000-Pharsana Valencia
50000026;CHICCO COTONCITO 100P;1000;3001;CS;1,44;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3001-Muestras Gemelas;1000-Pharsana Valencia
50000026;CHICCO COTONCITO 100P;1001;3018;CS;6,63;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Hisopos;3018-Rechazado;1001-Pharsana Maracay
50000027;CHICCO VASELINA 100G;1001;3018;CS;6,25;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Vaselina;3018-Rechazado;1001-Pharsana Maracay
50000032;SECUREZZA BODYCARE CREMA PROTECTORA 150G;1001;3018;CS;18,20;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Securezza;PH-Crema Protectoras;3018-Rechazado;1001-Pharsana Maracay
50000034;CHICCO CREMA PROTECTORA TARRO 130G;1001;3018;CS;4,58;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Crema Protectoras;3018-Rechazado;1001-Pharsana Maracay
50000035;CHICCO ACEITE 200CC;1001;3018;CS;1,30;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50000036;CHICCO PIEL SENSIBLE LOCION 200CC;1001;3018;CS;42,18;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
50000010;CHICCO MOTAS DE ALGODON (12x100UN);1001;3002;CS;137,75;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3002-PT Reserva;1001-Pharsana Maracay
50000010;CHICCO MOTAS DE ALGODON (12x100UN);1001;3018;CS;0,75;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Chicco;PH-Motas De Algodón;3018-Rechazado;1001-Pharsana Maracay
50000038;CHICCO PIEL SENSIBLE COLONIA 200CC;1001;3018;CS;13,44;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Colonia;3018-Rechazado;1001-Pharsana Maracay
50000041;CHICCO ACEITE CREMOSO 200CC;1001;3018;CS;1,40;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50000044;CHICCO LOCION 200CC;1000;3001;CS;3,20;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Loción;3001-Muestras Gemelas;1000-Pharsana Valencia
50000044;CHICCO LOCION 200CC;1001;3018;CS;16,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
50000046;CHICCO CHAMPU MIEL 200CC;1001;3018;CS;0,40;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3018-Rechazado;1001-Pharsana Maracay
50000048;CHICCO CHAMPU ORIGINAL 200 CC;1000;3001;CS;2,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3001-Muestras Gemelas;1000-Pharsana Valencia
50000048;CHICCO CHAMPU ORIGINAL 200 CC;1001;3018;CS;16,10;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3018-Rechazado;1001-Pharsana Maracay
50000049;CHICCO CHAMPU MANZANILLA 200CC;1000;3001;CS;1,30;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3001-Muestras Gemelas;1000-Pharsana Valencia
50000049;CHICCO CHAMPU MANZANILLA 200CC;1001;3018;CS;19,90;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3018-Rechazado;1001-Pharsana Maracay
50000053;AMY COLONIA  200CC;1001;3018;CS;10,17;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Colonia;3018-Rechazado;1001-Pharsana Maracay
50000054;CHICCO ACEITE 100CC;1001;3018;CS;0,04;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50000058;AMY LOCION 200CC;1001;3018;CS;3,83;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
50000059;CHICCO EXTRACT AZAHAR ACEI CREMOSO 200CC;1001;3018;CS;2,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Crema Protectoras;3018-Rechazado;1001-Pharsana Maracay
50000061;AMY CHAMPU 200CC;1001;3018;CS;4,75;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Champú;3018-Rechazado;1001-Pharsana Maracay
50000063;CHICCO ACEITE CREMOSO 100CC;1000;3001;CS;0,88;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3001-Muestras Gemelas;1000-Pharsana Valencia
50000063;CHICCO ACEITE CREMOSO 100CC;1001;3002;CS;1,33;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3002-PT Reserva;1001-Pharsana Maracay
50000063;CHICCO ACEITE CREMOSO 100CC;1001;3018;CS;9,08;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50000064;CHICCO LOCION 100CC;1000;3001;CS;2,08;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Loción;3001-Muestras Gemelas;1000-Pharsana Valencia
50000064;CHICCO LOCION 100CC;1001;3018;CS;14,13;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
50000066;CHICCO CHAMPU ORIGINAL 100CCC;1000;3001;CS;2,46;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3001-Muestras Gemelas;1000-Pharsana Valencia
50000066;CHICCO CHAMPU ORIGINAL 100CCC;1001;3002;CS;0,54;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3002-PT Reserva;1001-Pharsana Maracay
50000066;CHICCO CHAMPU ORIGINAL 100CCC;1001;3018;CS;13,50;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3018-Rechazado;1001-Pharsana Maracay
50000067;CHICCO CHAMPU MANZANILLA 100CC;1000;3001;CS;1,38;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3001-Muestras Gemelas;1000-Pharsana Valencia
50000067;CHICCO CHAMPU MANZANILLA 100CC;1001;3002;CS;369,38;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3002-PT Reserva;1001-Pharsana Maracay
50000067;CHICCO CHAMPU MANZANILLA 100CC;1001;3018;CS;33,79;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Champú;3018-Rechazado;1001-Pharsana Maracay
50000069;GRANDES COLONIA NIÑAS 240CC;1001;3018;CS;41,50;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Grandes;PH-Colonia;3018-Rechazado;1001-Pharsana Maracay
50000070;GRANDES COLONIA NIÑOS 240CC;1001;3018;CS;11,42;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Grandes;PH-Colonia;3018-Rechazado;1001-Pharsana Maracay
50000071;CHICCO TALCO 100G;1000;3001;CS;2,29;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Talco;3001-Muestras Gemelas;1000-Pharsana Valencia
50000071;CHICCO TALCO 100G;1001;3018;CS;0,67;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Talco;3018-Rechazado;1001-Pharsana Maracay
50000107;CHICCO TALCO 200G;1000;3001;CS;2,50;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Talco;3001-Muestras Gemelas;1000-Pharsana Valencia
50000107;CHICCO TALCO 200G;1001;3018;CS;31,13;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Talco;3018-Rechazado;1001-Pharsana Maracay
50000106;AMY TALCO PARA BEBES (24x200G);1000;3000;CS;0,00;0,000;1,125;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Talco;3000-Prod. Terminado;1000-Pharsana Valencia
50000106;AMY TALCO PARA BEBES (24x200G);1000;3001;CS;6,46;0,750;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Talco;3001-Muestras Gemelas;1000-Pharsana Valencia
50000106;AMY TALCO PARA BEBES (24x200G);1000;3017;CS;0,83;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Talco;3017-MG Microbilogia;1000-Pharsana Valencia
50000106;AMY TALCO PARA BEBES (24x200G);1001;3000;CS;392,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Talco;3000-ProdTerminado WM;1001-Pharsana Maracay
50000106;AMY TALCO PARA BEBES (24x200G);1001;3002;CS;6,13;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Talco;3002-PT Reserva;1001-Pharsana Maracay
50000106;AMY TALCO PARA BEBES (24x200G);1001;3004;CS;2,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Talco;3004-Devoluciones;1001-Pharsana Maracay
50000106;AMY TALCO PARA BEBES (24x200G);1001;3013;CS;1,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Talco;3013-Dev. LEG.;1001-Pharsana Maracay
50000106;AMY TALCO PARA BEBES (24x200G);1001;3018;CS;1,21;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Talco;3018-Rechazado;1001-Pharsana Maracay
50000224;FAO POLVO PARA PIES 120G;1001;3018;CS;0,17;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Fao;PH-Talco;3018-Rechazado;1001-Pharsana Maracay
50000227;FAO ACEITE PARA NIÑOS 200CC;1001;3018;CS;0,17;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Fao;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50000233;AMY CREMA ANTIPAÑALITIS 50G;1001;3018;CS;0,60;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Crema Protectoras;3018-Rechazado;1001-Pharsana Maracay
50000144;AMY BIBERON MARINO 150ML;1001;3018;CS;0,25;0,000;0,000;20.02.2026 - 22:03:39;PUERICULTURA;Amy;PH- Biberón;3018-Rechazado;1001-Pharsana Maracay
50000234;GRANDES TALCO PARA PIES 150G;1001;3018;CS;1,25;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Grandes;PH-Talco;3018-Rechazado;1001-Pharsana Maracay
50000181;CHICCO LOCION EXTRACTO DE AZAHAR 200CC;1000;3018;CS;57,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Loción;3018-Rechazado;1000-Pharsana Valencia
50000248;CHICCO PIEL SENSIBLE ACEITE 200CC;1001;3018;CS;0,64;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50000250;GRANDES GEL ANTIBACTERIAL 120CC;1001;3018;CS;0,05;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Grandes;PH-Gel Antibacterial;3018-Rechazado;1001-Pharsana Maracay
50000252;CHICCO GEL ANTIBACTERIAL 100CC;1000;3001;CS;1,96;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Gel Antibacterial;3001-Muestras Gemelas;1000-Pharsana Valencia
50000252;CHICCO GEL ANTIBACTERIAL 100CC;1001;3002;CS;1,38;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Gel Antibacterial;3002-PT Reserva;1001-Pharsana Maracay
50000252;CHICCO GEL ANTIBACTERIAL 100CC;1001;3018;CS;8,71;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Chicco;PH-Gel Antibacterial;3018-Rechazado;1001-Pharsana Maracay
50000254;AMY VASELINA 100G;1001;3018;CS;0,25;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Vaselina;3018-Rechazado;1001-Pharsana Maracay
50000259;NEW AGE LOCIÓN CORPORAL VITALTHERAPY 350;1000;3018;CS;213,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;New Age;PH-Loción;3018-Rechazado;1000-Pharsana Valencia
50000259;NEW AGE LOCIÓN CORPORAL VITALTHERAPY 350;1001;3018;CS;44,17;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;New Age;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
50000260;NEW AGE LOCIÓN CORPORAL SUNSETDREAMS 350;1000;3018;CS;225,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;New Age;PH-Loción;3018-Rechazado;1000-Pharsana Valencia
50000260;NEW AGE LOCIÓN CORPORAL SUNSETDREAMS 350;1001;3018;CS;30,83;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;New Age;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
50000277;NEW AGE MUEST GRAT LOC VITAL THERA SACH;1001;3018;CS;87,33;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;New Age;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
50000280;CHICCO PIEL SENSIBLE PORTA COSMETICOS;1001;3011;CS;0,05;0,000;0,000;20.02.2026 - 22:03:39;ACCESORIOS;Chicco;PH-Estuches;3011-Muestras;1001-Pharsana Maracay
50000287;SECUREZZA BODYCARE LOCION 200CC;1001;3018;CS;39,80;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Securezza;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
50000313;SECUREZZA POST-PARTO (12X10);1001;3018;PAK;0,17;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;3018-Rechazado;1001-Pharsana Maracay
50000313;SECUREZZA POST-PARTO (12X10);1002;3001;PAK;2,83;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;3001-Muestras Gemelas;1002-Pharsana Higienico
50000373;FRIENDS PD REGULAR S/P (12X40);1001;3002;CS;2,42;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;3002-PT Reserva;1001-Pharsana Maracay
50000373;FRIENDS PD REGULAR S/P (12X40);1002;3001;CS;5,17;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;3001-Muestras Gemelas;1002-Pharsana Higienico
50000443;AMY HISOPOS (48x60UN);1000;3001;CS;3,69;0,708;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Hisopos;3001-Muestras Gemelas;1000-Pharsana Valencia
50000443;AMY HISOPOS (48x60UN);1000;3017;CS;1,33;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Hisopos;3017-MG Microbilogia;1000-Pharsana Valencia
50000443;AMY HISOPOS (48x60UN);1001;3000;CS;656,00;139,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Hisopos;3000-ProdTerminado WM;1001-Pharsana Maracay
50000443;AMY HISOPOS (48x60UN);1001;3002;CS;1,27;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Hisopos;3002-PT Reserva;1001-Pharsana Maracay
50000443;AMY HISOPOS (48x60UN);1001;3004;CS;3,04;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Hisopos;3004-Devoluciones;1001-Pharsana Maracay
50000443;AMY HISOPOS (48x60UN);1001;3018;CS;5,15;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Hisopos;3018-Rechazado;1001-Pharsana Maracay
50000532;AMY CHAMPU PARA BEBES (10x200ML);1000;3001;CS;7,20;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Champú;3001-Muestras Gemelas;1000-Pharsana Valencia
50000532;AMY CHAMPU PARA BEBES (10x200ML);1001;3000;CS;363,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Champú;3000-ProdTerminado WM;1001-Pharsana Maracay
50000532;AMY CHAMPU PARA BEBES (10x200ML);1001;3002;CS;5,10;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Champú;3002-PT Reserva;1001-Pharsana Maracay
50000532;AMY CHAMPU PARA BEBES (10x200ML);1001;3004;CS;2,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Champú;3004-Devoluciones;1001-Pharsana Maracay
50000532;AMY CHAMPU PARA BEBES (10x200ML);1001;3018;CS;83,70;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Champú;3018-Rechazado;1001-Pharsana Maracay
50000493;AMY ACEITE CREMOSO 200CC OVAL;1001;3018;CS;40,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50000495;AMY LOCION PARA BEBES (10x200ML);1000;3001;CS;5,60;0,600;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Loción;3001-Muestras Gemelas;1000-Pharsana Valencia
50000495;AMY LOCION PARA BEBES (10x200ML);1000;3017;CS;0,70;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Loción;3017-MG Microbilogia;1000-Pharsana Valencia
50000495;AMY LOCION PARA BEBES (10x200ML);1001;3000;CS;457,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Loción;3000-ProdTerminado WM;1001-Pharsana Maracay
50000495;AMY LOCION PARA BEBES (10x200ML);1001;3002;CS;1,80;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Loción;3002-PT Reserva;1001-Pharsana Maracay
50000495;AMY LOCION PARA BEBES (10x200ML);1001;3004;CS;15,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Loción;3004-Devoluciones;1001-Pharsana Maracay
50000495;AMY LOCION PARA BEBES (10x200ML);1001;3018;CS;323,10;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Loción;3018-Rechazado;1001-Pharsana Maracay
50000496;AMY ACEITE 200CC OVAL;1001;3018;CS;50,60;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50000498;AMY COLONIA 200CC OVAL;1001;3018;CS;8,20;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Colonia;3018-Rechazado;1001-Pharsana Maracay
50000508;SECUREZZA BODYCARE TALCO 200G;1001;3018;CS;1,00;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Securezza;PH-Talco;3018-Rechazado;1001-Pharsana Maracay
50000509;SECUREZZA BODYCARE ACEITE CREMOSO 200CC;1001;3018;CS;74,50;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Securezza;PH-Talco;3018-Rechazado;1001-Pharsana Maracay
50000585;AMY ACEITE 200CC OVAL PROYECTO ARAGUA;1001;3018;CS;6,07;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50000510;SECUREZZA BODYCARE GEL INTIMO 200CC;1001;3018;CS;3,20;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Securezza;PH- Gel Intimo;3018-Rechazado;1001-Pharsana Maracay
50000517;AMY MOTAS DE ALGODON (12x50UN);1000;3001;CS;9,83;0,917;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Motas De Algodón;3001-Muestras Gemelas;1000-Pharsana Valencia
50000517;AMY MOTAS DE ALGODON (12x50UN);1000;3017;CS;1,33;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Motas De Algodón;3017-MG Microbilogia;1000-Pharsana Valencia
50000517;AMY MOTAS DE ALGODON (12x50UN);1001;3000;CS;479,00;150,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Motas De Algodón;3000-ProdTerminado WM;1001-Pharsana Maracay
50000517;AMY MOTAS DE ALGODON (12x50UN);1001;3002;CS;0,92;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Motas De Algodón;3002-PT Reserva;1001-Pharsana Maracay
50000517;AMY MOTAS DE ALGODON (12x50UN);1001;3004;CS;4,00;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Motas De Algodón;3004-Devoluciones;1001-Pharsana Maracay
50000517;AMY MOTAS DE ALGODON (12x50UN);1001;3018;CS;5,92;0,000;0,000;20.02.2026 - 22:03:39;ALGODONES PT;Amy;PH-Motas De Algodón;3018-Rechazado;1001-Pharsana Maracay
50000520;AMY CREMA ANTIPAÑALITIS 110G;1001;3018;CS;0,08;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-TH Sachet;3018-Rechazado;1001-Pharsana Maracay
50000524;AMY BIBERON AVES 250ML;1001;3018;CS;0,30;0,000;0,000;20.02.2026 - 22:03:39;PUERICULTURA;Amy;PH- Biberón;3018-Rechazado;1001-Pharsana Maracay
50000548;NEW AGE MUEST GRAT LOC SUSENT DREA SACH;1001;3018;CS;9,83;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;New Age;PH-Sachet Líquido;3018-Rechazado;1001-Pharsana Maracay
50000554;FRIENDS PD MANZANILLA (12X40);1002;3001;CS;2,33;0,000;0,000;20.02.2026 - 22:03:39;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;3001-Muestras Gemelas;1002-Pharsana Higienico
50000564;AMY ACEITE P/BEBE 200CC;1001;3018;CS;1,40;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Amy;PH-Aceite;3018-Rechazado;1001-Pharsana Maracay
50000566;SECUREZZA BODYCARE GEL DUCHA 200CC;1001;3018;CS;8,80;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;Securezza;PH-Gel Ducha;3018-Rechazado;1001-Pharsana Maracay
50000569;ACTIVA SEC PERDIDAS ABUNDANTES (12X10UN);1001;3000;PAK;385,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Activa;PH-Toalla Incontinen;3000-ProdTerminado WM;1001-Pharsana Maracay
50000569;ACTIVA SEC PERDIDAS ABUNDANTES (12X10UN);1001;3002;PAK;2,50;0,000;0,917;20.02.2026 - 22:03:39;INCONTINENCIA;Activa;PH-Toalla Incontinen;3002-PT Reserva;1001-Pharsana Maracay
50000569;ACTIVA SEC PERDIDAS ABUNDANTES (12X10UN);1001;3004;PAK;1,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Activa;PH-Toalla Incontinen;3004-Devoluciones;1001-Pharsana Maracay
50000569;ACTIVA SEC PERDIDAS ABUNDANTES (12X10UN);1001;3005;PAK;23,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Activa;PH-Toalla Incontinen;3005-Predespacho Val;1001-Pharsana Maracay
50000569;ACTIVA SEC PERDIDAS ABUNDANTES (12X10UN);1001;3018;PAK;0,50;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Activa;PH-Toalla Incontinen;3018-Rechazado;1001-Pharsana Maracay
50000569;ACTIVA SEC PERDIDAS ABUNDANTES (12X10UN);1002;3001;PAK;7,33;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Activa;PH-Toalla Incontinen;3001-Muestras Gemelas;1002-Pharsana Higienico
50000601;NEW AGE SPLASH VITAL THERAPY BOT CIL 240;1001;3018;CS;5,35;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;New Age;PH-Splash;3018-Rechazado;1001-Pharsana Maracay
50000602;NEW AGE SPLASH SUNSET DREAMS BOT CIL 240;1001;3018;CS;4,40;0,000;0,000;20.02.2026 - 22:03:39;HIGIENE PERSONAL;New Age;PH-Splash;3018-Rechazado;1001-Pharsana Maracay
50000626;SECUREZZA CLASSIC M REG (6x6UN);1001;3000;PAK;1902,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3000-ProdTerminado WM;1001-Pharsana Maracay
50000626;SECUREZZA CLASSIC M REG (6x6UN);1001;3002;PAK;26,50;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3002-PT Reserva;1001-Pharsana Maracay
50000626;SECUREZZA CLASSIC M REG (6x6UN);1001;3004;PAK;5,17;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3004-Devoluciones;1001-Pharsana Maracay
50000626;SECUREZZA CLASSIC M REG (6x6UN);1001;3018;PAK;2,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3018-Rechazado;1001-Pharsana Maracay
50000626;SECUREZZA CLASSIC M REG (6x6UN);1002;3001;PAK;14,83;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3001-Muestras Gemelas;1002-Pharsana Higienico
50000627;SECUREZZA CLASSIC L REG (6x6UN);1001;3000;PAK;2047,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3000-ProdTerminado WM;1001-Pharsana Maracay
50000627;SECUREZZA CLASSIC L REG (6x6UN);1001;3002;PAK;29,17;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3002-PT Reserva;1001-Pharsana Maracay
50000627;SECUREZZA CLASSIC L REG (6x6UN);1001;3004;PAK;3,00;0,000;0,000;20.02.2026 - 22:03:39;INCONTINENCIA;Securezza;PH-Protector Incont.;3004-Devoluciones;1001-Pharsana Maracay
