Codigo_Mat;Denominacion Material;Centro;Almacen;C-B;LibreUt;Calidad;Bloqueado;Hora;Categoría;Marca;Grupo;Sector;TextAlm;TextCent
70000133;TAPA GEL PACK BLANCA (VENTA);1200;3000;PZA;4048,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapas Gel Pack;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000135;TAPA GEL PACK TRANSPARENTE (VENTA);1200;3000;PZA;18397,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapas Gel Pack;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000150;TAPAS AGUA TRANSPARENTE 3 L;1200;3000;PZA;3000,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapas Para Garrafa;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000155;ENVASE PET BLANCO COSMETIC OVAL 200 ML;1200;3000;PZA;47880,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Oval;AM-Cosmética;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000214;BIBERONES IMPRE.POLIP.150 CC FARMAHORRO;1200;3000;PZA;900,00;0,000;0,000;20.02.2026 - 22:03:43;BIBERONES;Biberon C/Impresión;AM-Biberones;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000215;BIBERONES IMPRE.POLIP.250 CC FARMAHORRO;1200;3000;PZA;600,00;0,000;0,000;20.02.2026 - 22:03:43;BIBERONES;Biberon C/Impresión;AM-Biberones;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000238;BIBERONES IMPRE.POLIP.250 CC AMY AVES;1200;3000;PZA;3939,00;0,000;0,000;20.02.2026 - 22:03:43;BIBERONES;Biberon C/Impresión;AM-Biberones;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000240;BIBERONES IMPRE.POLIP.150 CC AMY AVES;1200;3000;PZA;4704,00;0,000;0,000;20.02.2026 - 22:03:43;BIBERONES;Biberon C/Impresión;AM-Biberones;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000262;FRASCO INYECTABLE TRANSPARENTE 22,5 X 60;1200;3000;PZA;66030,00;0,000;0,000;20.02.2026 - 22:03:43;FRASCOS;Ambar S/Impresión;AM-Viales Inyectable;Viales;3000-ProdTerminado WM;1200-Ampofrasca
70000309;FRASCO INYECTABLE TRANSPARENTE 24,5 X 70;1200;3000;PZA;1656,00;0,000;0,000;20.02.2026 - 22:03:43;FRASCOS;Transparente S/Impresión;AM-Viales Inyectable;Viales;3000-ProdTerminado WM;1200-Ampofrasca
70000310;FRASCO IMPRESO INYECT TRANSP 24,5 X 70;1200;3000;PZA;6440,00;0,000;0,000;20.02.2026 - 22:03:43;FRASCOS;Transparente S/Impresión;AM-Viales Inyectable;Viales;3000-ProdTerminado WM;1200-Ampofrasca
70000327;TAPA PUSH&PULL NARANJA;1200;3000;PZA;46000,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapas Push & Pull;Pieza normal;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000339;FRASCO TAPA/ROSCA TRANSPARENTE 24 X 70;1200;3000;PZA;3680,00;0,000;0,000;20.02.2026 - 22:03:43;FRASCOS;Ambar S/Impresión;AM-Ampollas;Viales;3000-ProdTerminado WM;1200-Ampofrasca
70000350;ENVASE PET BLANCO COSMETIC OVAL 100 (PH);1200;3000;PZA;10062,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Oval;AM-Cosmética;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000351;ENVASE PET BLANCO COSMETIC OVAL 200 (PH);1200;2000;PZA;4680,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Oval;AM-Cosmética;Inyecto Soplado;2000-Producción;1200-Ampofrasca
70000351;ENVASE PET BLANCO COSMETIC OVAL 200 (PH);1200;2001;PZA;0,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Oval;AM-Cosmética;Inyecto Soplado;2001-Retenido;1200-Ampofrasca
70000351;ENVASE PET BLANCO COSMETIC OVAL 200 (PH);1200;3000;PZA;8280,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Oval;AM-Cosmética;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000352;TAPA PUSH&PULL AZUL (PH);1200;3000;PZA;90000,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapas Push & Pull;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000355;TAPA PUSH&PULL BLANCA (PH);1200;3000;PZA;12000,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapas Push & Pull;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000421;ENV PET TRANSP COSMETIC OVAL 100 ML (PH);1200;3000;PZA;29016,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Cilindrica;AM-Cosmética;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000438;TAPA PUSH&PULL BLANCA-TRANSPARENTE (PH);1200;3000;PZA;5700,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapas Push & Pull;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000454;TAPA PUSH&PULL ROJA;1200;3000;PZA;4000,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapas Push & Pull;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000465;Envase ADEREZOS 200ml (17,82)Gr;1200;3000;PZA;1800,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Especias;AM-Env. Plásticos;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000467;Envase ADEREZOS 275ml (23,00)Gr;1200;3000;PZA;10476,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Especias;AM-Env. Plásticos;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000469;CILINDRICO PCO 28MM 200ml (17,82)Gr;1200;3000;PZA;12880,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Cilindrica;AM-Env. Plásticos;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000470;CILINDRICO PCO 28mm 400ml (23,00)Gr;1200;2000;PZA;4802,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Cilindrica;AM-Env. Plásticos;Inyecto Soplado;2000-Producción;1200-Ampofrasca
70000470;CILINDRICO PCO 28mm 400ml (23,00)Gr;1200;3000;PZA;15778,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Cilindrica;AM-Env. Plásticos;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000475;DESARROLLO ENVASES AMPOFRASCA;1200;2000;PZA;12480,00;1248,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Salsas;AM-Env. Plásticos;Inyecto Soplado;2000-Producción;1200-Ampofrasca
70000489;ENVASE MULTIUSOS 500ml  (17,82gr);1200;3000;PZA;62335,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Jugos;PP-Botella;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000531;ENVASE MULTIUSOS 1000ml (27,90gr);1200;3000;PZA;15264,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Jugos;PP-Botella;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000534;ENVASE BEBIDAS 1,750 ml (49gr);1200;2001;PZA;674,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Jugos;PP-Botella;Inyecto Soplado;2001-Retenido;1200-Ampofrasca
70000535;ENVASE LIMPIEZA 500ml   (25g);1200;3000;PZA;5760,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Tapa Especie;AM-Tapas Ampofrasca;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000536;ENVASE LIMPIEZA 500ml  (27,90gr);1200;3000;PZA;35880,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Tapa Especie;AM-Tapas Ampofrasca;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000585;ENV PET TRANSP COSMETIC OVAL 200 ML (PH);1200;2000;PZA;0,00;4680,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Oval;AM-Cosmética;Inyecto Soplado;2000-Producción;1200-Ampofrasca
70000585;ENV PET TRANSP COSMETIC OVAL 200 ML (PH);1200;3000;PZA;17280,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Oval;AM-Cosmética;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000591;TAPAS AGUA NEGRA 3 L;1200;3000;PZA;10697,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapas Para Garrafa;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000601;TAPA PUSH&PULL MORADA (F);1200;3000;PZA;8000,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapas Push & Pull;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000621;ENVASE LIMPIEZA 500ml (P) 27,90g;1200;2000;PZA;0,00;4224,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Tapa Especie;AM-Tapas Ampofrasca;Inyecto Soplado;2000-Producción;1200-Ampofrasca
70000621;ENVASE LIMPIEZA 500ml (P) 27,90g;1200;3000;PZA;10560,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Tapa Especie;AM-Tapas Ampofrasca;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000666;ENVASE PET MAYONESA 200 ML;1200;2000;PAL;0,00;4,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Especias;AM-Especias;Inyecto Soplado;2000-Producción;1200-Ampofrasca
70000666;ENVASE PET MAYONESA 200 ML;1200;3000;PAL;11,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Especias;AM-Especias;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000667;ENVASE PET AMBAR FARMA 120 ML (18gr);1200;3000;PZA;62829,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Farma S/Impresión;AM-Farma;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000686;CILINDRICO PCO 28mm Ambar 400ml(23,00)Gr;1200;3000;PZA;7056,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Farma S/Impresión;AM-Env. Plásticos;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000689;ENV PET TRANSP COSMETIC OVAL 200ML Chicc;1200;3000;PZA;7128,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Oval;AM-Cosmética;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000690;ENV PET BLANCO COSMETIC OVAL 200ML Chicc;1200;3000;PZA;2244,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Cosmetica Oval;AM-Cosmética;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000751;ENVASE PET MAYONESA 500 ML;1200;3000;PZA;5742,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Especias;AM-Especias;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000779;ENVASE PET TRANSP FARMA 120 ML (18gr);1200;3000;PZA;6318,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Farma S/Impresión;AM-Farma;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000783;TAPA FLIP TOP ESPECIAS 5 ORIFICIO VERDE;1200;3000;PZA;70000,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapa Especie;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000784;TAPA FLIP TOP ESPECIAS 5 ORIFICIO BLANCA;1200;2000;PZA;500,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapa Especie;AM-Tapas Ampofrasca;Inyección Liviana;2000-Producción;1200-Ampofrasca
70000784;TAPA FLIP TOP ESPECIAS 5 ORIFICIO BLANCA;1200;3000;PZA;18000,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapa Especie;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000785;TAPA FLIP TOP ESPECIAS 5 ORIFICIO NATURA;1200;3000;PZA;8000,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapa Especie;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000786;TAPA ROJA 5 ORIFICIOS P/ ENV ESPECIAS(AR;1200;3000;PZA;8000,00;0,000;0,000;20.02.2026 - 22:03:43;TAPAS;Tapa Especie;AM-Tapas Ampofrasca;Inyección Liviana;3000-ProdTerminado WM;1200-Ampofrasca
70000808;ENVASE MULTIUSOS 828ml  (23g);1200;2000;PZA;0,00;0,000;18457,000;20.02.2026 - 22:03:43;ENVASES PT;Jugos;PP-Botella;Inyecto Soplado;2000-Producción;1200-Ampofrasca
70000808;ENVASE MULTIUSOS 828ml  (23g);1200;3000;PZA;0,00;0,000;35280,000;20.02.2026 - 22:03:43;ENVASES PT;Jugos;PP-Botella;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
70000835;ENVASE PET MAYONESA 500 ML MAQUILA;1200;3000;PZA;10560,00;0,000;0,000;20.02.2026 - 22:03:43;ENVASES PT;Especias;AM-Especias;Inyecto Soplado;3000-ProdTerminado WM;1200-Ampofrasca
