Entrega;Solicitante;Nombre del solicitante;Destinatario mcía.;Codigo_Mat;Denominación;Cantidad entrega;Un.medida venta;FechaE;FechaR;ClaseE;Zona;Vendedor;Pedido;PosPed;Monto;Moneda;Cod.Vend;Categoría;Marca;Grupo;Sector;MesEntr;Cod G.V.;Grupo Vend
2000088256;10002659;AUTOMERCADOS NOVA, C.A;11001168;50001084;CHICCO BS TH ORIGINAL (48x24UN);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066201;30;        111,36;USD;100112;TOALLAS HUMEDAS;Chicco;PH-TH Travel Pack;Cuidado Personal;02;101;GV Ger. Reg. Oriente
2000088256;10002659;AUTOMERCADOS NOVA, C.A;11001168;50001011;CHICCO BS COLONIA (28x100ML);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066201;40;         84,00;USD;100112;HIGIENE PERSONAL;Chicco;PH-Colonia;Cuidado Personal;02;101;GV Ger. Reg. Oriente
2000088256;10002659;AUTOMERCADOS NOVA, C.A;11001168;50000632;SECUREZZA POST PARTO PREMIUM (12X10UN);              5,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066201;50;        151,20;USD;100112;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088256;10002659;AUTOMERCADOS NOVA, C.A;11001168;50001021;SECUREZZA POST PARTO (12X15UN);              2,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066201;60;         73,20;USD;100112;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088256;10002659;AUTOMERCADOS NOVA, C.A;11001168;50000981;SIEMPRE SECO PROTEC DE CAMA HB(4X20UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066201;70;         47,28;USD;100112;INCONTINENCIA;Siempre Seco;PH-Protector de Cama;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088257;10002659;AUTOMERCADOS NOVA, C.A;11001168;50000990;CHICCO PAÑAL DE NIÑO M REG (8X20UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066203;10;         48,80;USD;100112;ABSORBENTES NIÑOS;Chicco;PH-Pañal Anatóm. T3;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088257;10002659;AUTOMERCADOS NOVA, C.A;11001168;50000992;CHICCO PAÑAL DE NIÑO G REG (8X20UN);              3,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066203;20;        157,68;USD;100112;ABSORBENTES NIÑOS;Chicco;PH-Pañal Anatóm. T3;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088257;10002659;AUTOMERCADOS NOVA, C.A;11001168;50000993;CHICCO PAÑAL DE NIÑO XG REG (8X20UN);              3,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066203;30;        162,48;USD;100112;ABSORBENTES NIÑOS;Chicco;PH-Pañal Anatóm. T3;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088257;10002659;AUTOMERCADOS NOVA, C.A;11001168;50001139;CHICCO PAÑAL DE NIÑO XXG REG (8X20UN);              3,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066203;40;        162,48;USD;100112;ABSORBENTES NIÑOS;Chicco;PH-Pañal Anatóm. T3;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088257;10002659;AUTOMERCADOS NOVA, C.A;11001168;50001079;AMY SEC TH 99% AGUA (48x24UN);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066203;50;         81,60;USD;100112;TOALLAS HUMEDAS;Amy;PH-TH Travel Pack;Cuidado Personal;02;101;GV Ger. Reg. Oriente
2000088257;10002659;AUTOMERCADOS NOVA, C.A;11001168;50001005;AMY SEC TH MANZANILLA P/BEBES (24x72UN);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066203;60;         92,16;USD;100112;TOALLAS HUMEDAS;Amy;PH-TH Flow Pack;Cuidado Personal;02;101;GV Ger. Reg. Oriente
2000088257;10002659;AUTOMERCADOS NOVA, C.A;11001168;50001130;FRIENDS PD REGULAR S/P (24X20UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066203;70;         33,60;USD;100112;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088257;10002659;AUTOMERCADOS NOVA, C.A;11001168;50001133;FRIENDS PD MANZANILLA (24X20UN);              2,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066203;80;         67,20;USD;100112;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088258;10002659;AUTOMERCADOS NOVA, C.A;11001168;50000569;ACTIVA SEC PERDIDAS ABUNDANTES (12X10UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066204;10;         18,72;USD;100112;INCONTINENCIA;Activa;PH-Toalla Incontinen;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088258;10002659;AUTOMERCADOS NOVA, C.A;11001168;50001055;LADY FACE TH DESMAQUILLANTE (24x24UN);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066204;20;         30,24;USD;100112;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;Cuidado Personal;02;101;GV Ger. Reg. Oriente
2000088259;10002659;AUTOMERCADOS NOVA, C.A;11001168;50001072;AMY SEC TH 99% AGUA (20x48UN);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066206;10;         51,60;USD;100112;TOALLAS HUMEDAS;Amy;PH-TH Flow Pack;Cuidado Personal;02;101;GV Ger. Reg. Oriente
2000088260;10002659;AUTOMERCADOS NOVA, C.A;11001280;50000517;AMY MOTAS DE ALGODON (12x50UN);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066208;10;         29,40;USD;100112;ALGODONES PT;Amy;PH-Motas De Algodón;Cuidado Personal;02;101;GV Ger. Reg. Oriente
2000088260;10002659;AUTOMERCADOS NOVA, C.A;11001280;50001072;AMY SEC TH 99% AGUA (20x48UN);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;ERIS R PEÑA;1002066208;20;         51,60;USD;100112;TOALLAS HUMEDAS;Amy;PH-TH Flow Pack;Cuidado Personal;02;101;GV Ger. Reg. Oriente
2000088264;10003018;PARAPARAL MARKET, C.A;10003018;50001021;SECUREZZA POST PARTO (12X15UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066239;10;         36,60;USD;100082;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;Absorbentes;02;10C;GV Ger. Reg. Ce.LLan
2000088265;10003007;GRAN CHINA, C.A;10003007;50001011;CHICCO BS COLONIA (28x100ML);              5,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;VICTOR A. MONTES;1002066240;10;        403,20;USD;100136;HIGIENE PERSONAL;Chicco;PH-Colonia;Cuidado Personal;02;101;GV Ger. Reg. Oriente
2000088265;10003007;GRAN CHINA, C.A;10003007;50000970;CHICCO BS COLONIA (10x220ML);              5,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;VICTOR A. MONTES;1002066240;20;        263,00;USD;100136;HIGIENE PERSONAL;Chicco;PH-Colonia;Cuidado Personal;02;101;GV Ger. Reg. Oriente
2000088267;10003747;SUPERMERCADO LA PARED , C.A;10003747;50000626;SECUREZZA CLASSIC M REG (6x6UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;VICTOR A. MONTES;1002066242;10;         42,96;USD;100136;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088267;10003747;SUPERMERCADO LA PARED , C.A;10003747;50000627;SECUREZZA CLASSIC L REG (6x6UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;VICTOR A. MONTES;1002066242;20;         50,70;USD;100136;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088267;10003747;SUPERMERCADO LA PARED , C.A;10003747;50000921;SECUREZZA COMFORT M REG (6x6UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;VICTOR A. MONTES;1002066242;30;         46,32;USD;100136;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088267;10003747;SUPERMERCADO LA PARED , C.A;10003747;50000922;SECUREZZA COMFORT L REG (6x6UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Oriente;VICTOR A. MONTES;1002066242;40;         54,60;USD;100136;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;101;GV Ger. Reg. Oriente
2000088269;10003149;G.T. VIDEO 2.000 C.A.;10003149;50001045;CHICCO BS TALCO (24x100G);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066244;10;         80,88;USD;100082;HIGIENE PERSONAL;Chicco;PH-Talco;Cuidado Personal;02;10C;GV Ger. Reg. Ce.LLan
2000088269;10003149;G.T. VIDEO 2.000 C.A.;10003149;50001011;CHICCO BS COLONIA (28x100ML);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066244;20;         84,00;USD;100082;HIGIENE PERSONAL;Chicco;PH-Colonia;Cuidado Personal;02;10C;GV Ger. Reg. Ce.LLan
2000088269;10003149;G.T. VIDEO 2.000 C.A.;10003149;50000963;CHICCO BS CHAMPU CABELLONORMAL(10x200ML);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066244;30;         44,00;USD;100082;HIGIENE PERSONAL;Chicco;PH-Champú;Cuidado Personal;02;10C;GV Ger. Reg. Ce.LLan
2000088270;10003149;G.T. VIDEO 2.000 C.A.;10003149;50001123;FRIENDS JABON INTIMO (12x240ML);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066245;10;         62,52;USD;100082;HIGIENE PERSONAL;Friends;PH-Jabón Líquido;Cuidado Personal;02;10C;GV Ger. Reg. Ce.LLan
2000088270;10003149;G.T. VIDEO 2.000 C.A.;10003149;50001057;FRIENDS TH INTIMA (24x24UN);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066245;20;         31,20;USD;100082;TOALLAS HUMEDAS;Friends;PH-TH Travel Pack;Cuidado Personal;02;10C;GV Ger. Reg. Ce.LLan
2000088270;10003149;G.T. VIDEO 2.000 C.A.;10003149;50000990;CHICCO PAÑAL DE NIÑO M REG (8X20UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066245;30;         48,80;USD;100082;ABSORBENTES NIÑOS;Chicco;PH-Pañal Anatóm. T3;Absorbentes;02;10C;GV Ger. Reg. Ce.LLan
2000088270;10003149;G.T. VIDEO 2.000 C.A.;10003149;50000992;CHICCO PAÑAL DE NIÑO G REG (8X20UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066245;40;         52,56;USD;100082;ABSORBENTES NIÑOS;Chicco;PH-Pañal Anatóm. T3;Absorbentes;02;10C;GV Ger. Reg. Ce.LLan
2000088270;10003149;G.T. VIDEO 2.000 C.A.;10003149;50000993;CHICCO PAÑAL DE NIÑO XG REG (8X20UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066245;50;         54,16;USD;100082;ABSORBENTES NIÑOS;Chicco;PH-Pañal Anatóm. T3;Absorbentes;02;10C;GV Ger. Reg. Ce.LLan
2000088270;10003149;G.T. VIDEO 2.000 C.A.;10003149;50001139;CHICCO PAÑAL DE NIÑO XXG REG (8X20UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066245;60;         54,16;USD;100082;ABSORBENTES NIÑOS;Chicco;PH-Pañal Anatóm. T3;Absorbentes;02;10C;GV Ger. Reg. Ce.LLan
2000088270;10003149;G.T. VIDEO 2.000 C.A.;10003149;50000626;SECUREZZA CLASSIC M REG (6x6UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066245;70;         42,96;USD;100082;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;10C;GV Ger. Reg. Ce.LLan
2000088270;10003149;G.T. VIDEO 2.000 C.A.;10003149;50000627;SECUREZZA CLASSIC L REG (6x6UN);              1,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro;MERY S. MOSES;1002066245;80;         50,70;USD;100082;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;10C;GV Ger. Reg. Ce.LLan
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000569;ACTIVA SEC PERDIDAS ABUNDANTES (12X10UN);              3,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;10;         49,68;USD;100017;INCONTINENCIA;Activa;PH-Toalla Incontinen;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000899;AMY ACEITE PARA BEBES (10x220ML);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;20;         46,00;USD;100017;HIGIENE PERSONAL;Amy;PH-Aceite;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000532;AMY CHAMPU PARA BEBES (10x200ML);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;30;         56,20;USD;100017;HIGIENE PERSONAL;Amy;PH-Champú;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000902;AMY COLONIA PARA BEBES (10x220ML);              6,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;40;        229,20;USD;100017;HIGIENE PERSONAL;Amy;PH-Colonia;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000443;AMY HISOPOS (48x60UN);              6,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;50;        308,16;USD;100017;ALGODONES PT;Amy;PH-Hisopos;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000517;AMY MOTAS DE ALGODON (12x50UN);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;60;         52,08;USD;100017;ALGODONES PT;Amy;PH-Motas De Algodón;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001072;AMY SEC TH 99% AGUA (20x48UN);             15,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;80;        342,00;USD;100017;TOALLAS HUMEDAS;Amy;PH-TH Flow Pack;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001005;AMY SEC TH MANZANILLA P/BEBES (24x72UN);             15,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;90;        612,00;USD;100017;TOALLAS HUMEDAS;Amy;PH-TH Flow Pack;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001012;CHICCO BS ACEITE (28x100ML);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;100;         92,68;USD;100017;HIGIENE PERSONAL;Chicco;PH-Aceite;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000971;CHICCO BS ACEITE (10x220ML);              3,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;110;        171,60;USD;100017;HIGIENE PERSONAL;Chicco;PH-Aceite;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000963;CHICCO BS CHAMPU CABELLONORMAL(10x200ML);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;120;         78,00;USD;100017;HIGIENE PERSONAL;Chicco;PH-Champú;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001011;CHICCO BS COLONIA (28x100ML);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;130;        148,96;USD;100017;HIGIENE PERSONAL;Chicco;PH-Colonia;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000970;CHICCO BS COLONIA (10x220ML);             10,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;140;        485,00;USD;100017;HIGIENE PERSONAL;Chicco;PH-Colonia;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001023;CHICCO BS COTONCITO (32x100UN);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;150;         85,76;USD;100017;ALGODONES PT;Chicco;PH-Hisopos;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001024;CHICCO BS COTONCITO (48x60UN);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;160;         56,64;USD;100017;ALGODONES PT;Chicco;PH-Hisopos;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001124;CHICCO BS JABON LIQUIDO(10x400ML);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;170;         79,10;USD;100017;HIGIENE PERSONAL;Chicco;PH-Jabón Líquido;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000990;CHICCO PAÑAL DE NIÑO M REG (8X20UN);              5,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;180;        216,40;USD;100017;ABSORBENTES NIÑOS;Chicco;PH-Pañal Anatóm. T3;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001084;CHICCO BS TH ORIGINAL (48x24UN);              3,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;190;        148,32;USD;100017;TOALLAS HUMEDAS;Chicco;PH-TH Travel Pack;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000975;CHICCO BS TH ORIGINAL (20x48UN);              5,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;200;        176,00;USD;100017;TOALLAS HUMEDAS;Chicco;PH-TH Flow Pack;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000974;CHICCO BS TH ORIGINAL (24x72UN);              5,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;210;        302,40;USD;100017;TOALLAS HUMEDAS;Chicco;PH-TH Flow Pack;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000956;SECUREZZA BC TH CORPORALES (12x54UN);              1,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;230;         31,08;USD;100017;TOALLAS HUMEDAS;Securezza;PH-TH Flow Pack;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001048;SECUREZZA CLASSIC L (4X20UN) PROMOPACK;              5,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;240;        399,20;USD;100017;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000627;SECUREZZA CLASSIC L REG (6x6UN);             40,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;250;      1.797,60;USD;100017;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001047;SECUREZZA CLASSIC M (4X20UN) PROMOPACK;              8,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;260;        541,12;USD;100017;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000626;SECUREZZA CLASSIC M REG (6x6UN);             40,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;270;      1.524,00;USD;100017;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001050;SECUREZZA COMFORT L (4X20UN) PROMOPACK;              6,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;280;        516,48;USD;100017;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000951;SECUREZZA BC LOCION HIDRATAN (12x350ML);              2,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;290;        176,64;USD;100017;HIGIENE PERSONAL;Securezza;PH-Loción;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000921;SECUREZZA COMFORT M REG (6x6UN);             50,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;310;      2.055,00;USD;100017;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000632;SECUREZZA POST PARTO PREMIUM (12X10UN);             20,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;320;        537,60;USD;100017;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000640;SIEMPRE SECO BASICO G (6X6UN);             80,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;340;      2.668,80;USD;100017;INCONTINENCIA;Siempre Seco;PH-Protector Incont.;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50000639;SIEMPRE SECO BASICO M (6X6UN);             80,000;PAK;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;350;      2.414,40;USD;100017;INCONTINENCIA;Siempre Seco;PH-Protector Incont.;Absorbentes;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001079;AMY SEC TH 99% AGUA (48x24UN);              8,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;70;        288,00;USD;100017;TOALLAS HUMEDAS;Amy;PH-TH Travel Pack;Cuidado Personal;02;104;GV Ger. Reg. CClave
2000088280;10000079;DROGUERIA NENA, C.A.;11000090;50001079;AMY SEC TH 99% AGUA (48x24UN);              7,000;CS;18.02.2026;20.02.2026 - 22:04:03;Ent. Nac. Pharsana;Zona Centro Occid.;SAMANTHA G. GARCIA;1002066255;70;        252,00;USD;100017;TOALLAS HUMEDAS;Amy;PH-TH Travel Pack;Cuidado Personal;02;104;GV Ger. Reg. CClave
