ClCd;OrgVt;LP;Texto;Material;Texto breve de material;Importe;Un.;por;UM;Válido de;A
1000;1000;17;ACTUALIZADO 13-03-2026 ACT 26041;50001024;50001024 ACT 26041;142,44;;1,000;UN;13.03.2026;
