Codigo_Mat;Denominacion Material;Centro;Almacen;C-B;LibreUt;Valor_Lut;Calidad;Valor_Cal;Bloqueado;Valor_Blo;Hora;TpMt;Categoria;Marca;Grupo;Sector;TextAlm;TextCent
50000495;AMY LOCION OVAL 200 CC;1001;3000;CS;476,00;277405,32;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Amy;PH-Loción;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000517;123456789 123456789 123456789 0123456789;1001;3000;CS;300,00;105484,06;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ALGODONES PT;Amy;PH-Motas De Algodón;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000626;SECUREZZA CLASSIC M REG (6x6);1001;3000;PAK;2888,00;1661272,50;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50000632;SECUREZZA POST PARTO PREMIUM (12X10);1001;3000;PAK;1749,00;449977,29;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Securezza;PH-Toalla Post-Parto;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50000639;SIEMPRE SECO BASICO M (6X6);1001;3000;PAK;1034,00;267389,98;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Siempre Seco;PH-Protector Incont.;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50000640;SIEMPRE SECO BASICO G (6X6);1001;3000;PAK;1188,00;386276,96;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Siempre Seco;PH-Protector Incont.;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001039;CHICCO JABON EN BARRA PARA NIÑOS 90G;1001;3000;CS;442,00;414114,30;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Jabon en barra;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000921;SECUREZZA COMFORT M REG (6x6);1001;3000;PAK;1339,00;673882,21;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50000922;SECUREZZA COMFORT L REG (6x6);1001;3000;PAK;100,00;66630,48;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50000949;PHARSANA TALCO CORPORAL ANTIB. 150G;1001;3000;CS;634,00;538345,85;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Pharsana;PH-Talco;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
