Razón Social,Gpo de Cliente,ClaseDoc.,Num.Factura,Sector,Canal,Fecha.Doc,Zona.Vtas,Almacen,Denominacion Material,Cantidad UMV,UM.Vtas,Cantidad UMB,UM.Base,Prec.Unitario,Monto Neto,IVA,Importe Final,Doc.Comercial,Cond.Pago,Fec.Venc.,Moneda.Doc.,Status de Anulacion,Doc.Anulac,Grp.Vend,Vendedor,Referencia,Pedido.Vta,Jerarquía 1,Jerarquía 2,Jerarquía 3,UM.Peso,Peso.Fact,Peso.Total,Um.PesoGen,Ramo,Gr.Material,Gr.Articulo,Tipo.Cambio,Mes,Ejercicio,Prec.Unitario 2,Monto Neto 2,IVA 2,Importe Final 2,Conc.Busq,Codigo_Mat,Listas_precios,,Cod_cliente,,Ind_retcl,Ind_auto_retcl,fechahora,CodMot,Tx Motivo,CodVend
"COMERCIAL GRAN ORIENTAL, COMPAÑIA",Cadenas,Fact. Nac. Pharsana,6000123357,Absorbentes,Venta Directa,20250512,Zona Oriente,3000,FRIENDS PD MANZANILLA (24X20),1,PAK,24,PAQ,"24,96","24,96","3,99","28,95",Factura,Crédito 07 Días,20250519,USD,NA,,GV Ger. Reg. Oriente,OSKARINA DEL C. VILLARRUEL,00-0606400,1002056404,Friends,20,Manzanilla,KG,864,,864,Supermercado,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"24,96","24,96","3,99","28,95",,50001133,Cadenas,,10000027,10,1,X,02.07.2025 - 08:40:06,,,100080
"COMERCIAL GRAN SIGLO, C.A.",Detal,Fact. Nac. Pharsana,6000124192,Cuidado Personal,Venta Directa,20250522,Zona Metropolitana,3000,CHICCO COLONIA 220 ML,1,CS,10,ST,"45,9","45,9","7,34","53,24",Factura,Crédito 15 Días,20250606,USD,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607375,1002056858,Chicco,220,Original,KG,"1,98",,"1,98",Perfumeria,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"45,9","45,9","7,34","53,24",,50000970,Detal,,10000028,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL GRAN SIGLO, C.A.",Detal,Fact. Nac. Pharsana,6000124192,Cuidado Personal,Venta Directa,20250522,Zona Metropolitana,3000,CHICCO COLONIA 100ML,1,CS,28,ST,"70,56","70,56","11,29","81,85",Factura,Crédito 15 Días,20250606,USD,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607375,1002056858,Chicco,100,Original,KG,"2,464",,"2,464",Perfumeria,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"70,56","70,56","11,29","81,85",,50001011,Detal,,10000028,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL GRAN SIGLO, C.A.",Detal,Fact. Nac. Pharsana,6000124192,Absorbentes,Venta Directa,20250522,Zona Metropolitana,3000,SECUREZZA POST PARTO PREMIUM (12X10),5,PAK,60,PAQ,"25,44","127,2","20,36","147,56",Factura,Crédito 15 Días,20250606,USD,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607375,1002056858,Securezza,10,Anatómica,KG,10500,,10500,Perfumeria,PH-Toalla Post-Parto,INCONTINENCIA,0,5,2025,"25,44","127,2","20,36","147,56",,50000632,Detal,,10000028,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124117,Cuidado Personal,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO LOCION 100 ML,1,CS,28,ST,"5869,64","5869,64","939,14","6808,78",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607277,1002056827,Chicco,100,Original,KG,"2,783",,"2,783",Supermercado,PH-Loción,HIGIENE PERSONAL,"94,8556",5,2025,"61,88","61,88","9,9","71,78",,50001020,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124117,Cuidado Personal,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO ACEITE PARA NIÑOS 100ML,1,CS,28,ST,"8313,2","8313,2","1330,11","9643,31",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607277,1002056827,Chicco,100,Original,KG,"2,772",,"2,772",Supermercado,PH-Aceite,HIGIENE PERSONAL,"94,8556",5,2025,"87,64","87,64","14,02","101,66",,50001012,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124117,Cuidado Personal,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO COLONIA 220 ML,2,CS,20,ST,"4353,9","8707,8","1393,25","10101,05",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607277,1002056827,Chicco,220,Original,KG,"3,96",,"3,96",Supermercado,PH-Colonia,HIGIENE PERSONAL,"94,8556",5,2025,"45,9","91,8","14,69","106,49",,50000970,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124117,Cuidado Personal,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO COLONIA 100ML,2,CS,56,ST,"6693,12","13386,24","2141,79","15528,03",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607277,1002056827,Chicco,100,Original,KG,"4,928",,"4,928",Supermercado,PH-Colonia,HIGIENE PERSONAL,"94,8556",5,2025,"70,56","141,12","22,58","163,7",,50001011,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124117,Absorbentes,Venta Directa,20250521,Zona Metropolitana,3000,FRIENDS PD MANZANILLA (12X40),1,PAK,12,PAQ,"2743,2","2743,2","438,91","3182,11",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607277,1002056827,Friends,40,Perfumado,KG,1200,,1200,Supermercado,PH-Protector Diario,ABSORBENTES FEMENINA,"94,8556",5,2025,"28,92","28,92","4,63","33,55",,50001110,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124117,Absorbentes,Venta Directa,20250521,Zona Metropolitana,3000,FRIENDS PD REGULAR S/P (12X40),1,PAK,12,PAQ,"2674,92","2674,92","427,99","3102,91",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607277,1002056827,Friends,40,Regular,KG,1200,,1200,Supermercado,PH-Protector Diario,ABSORBENTES FEMENINA,"94,8556",5,2025,"28,2","28,2","4,51","32,71",,50001106,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124117,Cuidado Personal,Venta Directa,20250521,Zona Metropolitana,3000,AMY COLONIA 220CC OVAL,1,CS,10,ST,"3433,8","3433,8","549,41","3983,21",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607277,1002056827,Amy,220,Original,KG,2,,2,Supermercado,PH-Colonia,HIGIENE PERSONAL,"94,8556",5,2025,"36,2","36,2","5,79","41,99",,50000902,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124117,Absorbentes,Venta Directa,20250521,Zona Metropolitana,3000,SECUREZZA POST PARTO  (12X15),2,PAK,24,PAQ,"2913,96","5827,92","932,47","6760,39",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607277,1002056827,Securezza,15,Anatómica,KG,4200,,4200,Supermercado,PH-Toalla Post-Parto,INCONTINENCIA,"94,8556",5,2025,"30,72","61,44","9,83","71,27",,50001021,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124117,Absorbentes,Venta Directa,20250521,Zona Metropolitana,3000,SECUREZZA POST PARTO PREMIUM (12X10),2,PAK,24,PAQ,"2413,08","4826,16","772,19","5598,35",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607277,1002056827,Securezza,10,Anatómica,KG,4200,,4200,Supermercado,PH-Toalla Post-Parto,INCONTINENCIA,"94,8556",5,2025,"25,44","50,88","8,14","59,02",,50000632,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124118,Absorbentes,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO PAÑAL DE NIÑO M REG (8X20),1,PAK,8,PAQ,"3885,28","3885,28","621,64","4506,92",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607278,1002056827,Chicco,20,Pañal Desechable,KG,2472,,2472,Supermercado,PH-Pañal Anatóm. T3,ABSORBENTES NIÑOS,"94,8556",5,2025,"40,96","40,96","6,55","47,51",,50000990,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124118,Absorbentes,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO PAÑAL DE NIÑO XG REG (8X20),1,PAK,8,PAQ,"4310,24","4310,24","689,64","4999,88",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607278,1002056827,Chicco,20,Pañal Desechable,KG,2568,,2568,Supermercado,PH-Pañal Anatóm. T3,ABSORBENTES NIÑOS,"94,8556",5,2025,"45,44","45,44","7,27","52,71",,50000993,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124118,Absorbentes,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO PAÑAL DE NIÑO XXG REG (8X20),1,PAK,8,PAQ,"4310,24","4310,24","689,64","4999,88",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607278,1002056827,Chicco,20,Pañal Desechable,KG,2568,,2568,Supermercado,PH-Pañal Anatóm. T3,ABSORBENTES NIÑOS,"94,8556",5,2025,"45,44","45,44","7,27","52,71",,50001139,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124118,Absorbentes,Venta Directa,20250521,Zona Metropolitana,3000,SIEMPRE SECO PROTECTOR DE CAMA HB (4X20),1,PAK,4,PAQ,"3760,08","3760,08","601,61","4361,69",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607278,1002056827,Siempre Seco,20,Protector de Cama,KG,2720,,2720,Supermercado,PH-Protector de Cama,INCONTINENCIA,"94,8556",5,2025,"39,64","39,64","6,34","45,98",,50000981,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124118,Absorbentes,Venta Directa,20250521,Zona Metropolitana,3000,SIEMPRE SECO BASICO M (6X6),1,PAK,6,PAQ,"2709,06","2709,06","433,45","3142,51",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607278,1002056827,Siempre Seco,6,Basico,KG,3024,,3024,Supermercado,PH-Protector Incont.,INCONTINENCIA,"94,8556",5,2025,"28,56","28,56","4,57","33,13",,50000639,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124118,Cuidado Personal,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO TH ORIGINAL 24P (TRAVEL),1,CS,48,PAQ,"4416,48","4416,48","706,64","5123,12",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607278,1002056827,Chicco,24,Original,KG,"7,392",,"7,392",Supermercado,PH-TH Travel Pack,TOALLAS HUMEDAS,"94,8556",5,2025,"46,56","46,56","7,45","54,01",,50001084,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124118,Cuidado Personal,Venta Directa,20250521,Zona Metropolitana,3000,FRIENDS TH INTIMA 24P,1,CS,24,PAQ,"2481,36","2481,36","397,02","2878,38",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607278,1002056827,Friends,,Original,KG,"0,003",,"0,003",Supermercado,PH-TH Travel Pack,TOALLAS HUMEDAS,"94,8556",5,2025,"26,16","26,16","4,19","30,34",,50001057,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124118,Cuidado Personal,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO TH ORIGINAL 72P,1,CS,24,PAQ,"5440,8","5440,8","870,52","6311,32",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607278,1002056827,Chicco,72,Original,KG,"9,552",,"9,552",Supermercado,PH-TH Flow Pack,TOALLAS HUMEDAS,"94,8556",5,2025,"57,36","57,36","9,18","66,54",,50000974,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124118,Cuidado Personal,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO LOCION 200 ML,1,CS,10,ST,"3576,1","3576,1","572,18","4148,28",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607278,1002056827,Chicco,200,Original,KG,"1,96",,"1,96",Supermercado,PH-Loción,HIGIENE PERSONAL,"94,8556",5,2025,"37,7","37,7","6,03","43,73",,50000965,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL PAGA POCO, C.A",Detal,Fact. Nac. Pharsana,6000124119,Cuidado Personal,Venta Directa,20250521,Zona Metropolitana,3000,CHICCO COTONCITO 100 PZA,1,CS,32,PAQ,"3824,64","3824,64","611,94","4436,58",Factura,Crédito 15 Días,20250605,VED,NA,,GV Ger. Reg. Capital,ADOLFO J. ROMERO,00-0607279,1002056827,Chicco,100,Original,KG,"0,832",,"0,832",Supermercado,PH-Hisopos,ALGODONES PT,"94,8556",5,2025,"40,32","40,32","6,45","46,77",,50001023,Detal,,10000044,30,1,X,02.07.2025 - 08:40:06,,,100127
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124189,Absorbentes,Venta Directa,20250522,Zona Metropolitana,3000,FRIENDS PD REGULAR S/P (12X60),1,PAK,12,PAQ,3282,3282,"525,12","3807,12",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607372,1002056854,Friends,60,Regular,KG,1800,,1800,Perfumeria,PH-Protector Diario,ABSORBENTES FEMENINA,"94,9652",5,2025,"34,56","34,56","5,53","40,09",,50001107,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124189,Absorbentes,Venta Directa,20250522,Zona Metropolitana,3000,SECUREZZA POST PARTO PREMIUM (12X10),1,PAK,12,PAQ,"2415,96","2415,96","386,55","2802,51",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607372,1002056854,Securezza,10,Anatómica,KG,2100,,2100,Perfumeria,PH-Toalla Post-Parto,INCONTINENCIA,"94,9652",5,2025,"25,44","25,44","4,07","29,51",,50000632,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124189,Cuidado Personal,Venta Directa,20250522,Zona Metropolitana,3000,CHICCO COLONIA 100ML,1,CS,28,ST,"6700,68","6700,68","1072,12","7772,8",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607372,1002056854,Chicco,100,Original,KG,"2,464",,"2,464",Perfumeria,PH-Colonia,HIGIENE PERSONAL,"94,9652",5,2025,"70,56","70,56","11,29","81,85",,50001011,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124189,Cuidado Personal,Venta Directa,20250522,Zona Metropolitana,3000,CHICCO COLONIA 220 ML,1,CS,10,ST,"4358,9","4358,9","697,42","5056,32",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607372,1002056854,Chicco,220,Original,KG,"1,98",,"1,98",Perfumeria,PH-Colonia,HIGIENE PERSONAL,"94,9652",5,2025,"45,9","45,9","7,34","53,24",,50000970,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124189,Cuidado Personal,Venta Directa,20250522,Zona Metropolitana,3000,CHICCO TALCO 100G,1,CS,24,ST,6450,6450,1032,7482,Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607372,1002056854,Chicco,100,Original,KG,"2,434",,"2,434",Perfumeria,PH-Talco,HIGIENE PERSONAL,"94,9652",5,2025,"67,92","67,92","10,87","78,79",,50001045,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124189,Cuidado Personal,Venta Directa,20250522,Zona Metropolitana,3000,AMY COLONIA 220CC OVAL,1,CS,10,ST,"3437,7","3437,7","550,03","3987,73",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607372,1002056854,Amy,220,Original,KG,2,,2,Perfumeria,PH-Colonia,HIGIENE PERSONAL,"94,9652",5,2025,"36,2","36,2","5,79","41,99",,50000902,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124189,Absorbentes,Venta Directa,20250522,Zona Metropolitana,3000,SECUREZZA POST PARTO  (12X15),1,PAK,12,PAQ,"2917,32","2917,32","466,77","3384,09",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607372,1002056854,Securezza,15,Anatómica,KG,2100,,2100,Perfumeria,PH-Toalla Post-Parto,INCONTINENCIA,"94,9652",5,2025,"30,72","30,72","4,92","35,64",,50001021,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124190,Absorbentes,Venta Directa,20250522,Zona Metropolitana,3000,FRIENDS PD REGULAR S/P PROMOCION (12X60),1,PAK,12,PAQ,"2187,96","2187,96","350,07","2538,03",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607373,1002056856,Friends,60,Regular,KG,1800,,1800,Perfumeria,PH-Protector Diario,ABSORBENTES FEMENINA,"94,9652",5,2025,"23,04","23,04","3,69","26,73",,50001134,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124190,Absorbentes,Venta Directa,20250522,Zona Metropolitana,3000,SECUREZZA POST PARTO PREMIUM (12X10),1,PAK,12,PAQ,"2415,96","2415,96","386,55","2802,51",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607373,1002056856,Securezza,10,Anatómica,KG,2100,,2100,Perfumeria,PH-Toalla Post-Parto,INCONTINENCIA,"94,9652",5,2025,"25,44","25,44","4,07","29,51",,50000632,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124190,Absorbentes,Venta Directa,20250522,Zona Metropolitana,3000,SECUREZZA POST PARTO  (12X15),1,PAK,12,PAQ,"2917,32","2917,32","466,77","3384,09",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607373,1002056856,Securezza,15,Anatómica,KG,2100,,2100,Perfumeria,PH-Toalla Post-Parto,INCONTINENCIA,"94,9652",5,2025,"30,72","30,72","4,92","35,64",,50001021,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124190,Cuidado Personal,Venta Directa,20250522,Zona Metropolitana,3000,AMY COLONIA 220CC OVAL,1,CS,10,ST,"3437,7","3437,7","550,03","3987,73",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607373,1002056856,Amy,220,Original,KG,2,,2,Perfumeria,PH-Colonia,HIGIENE PERSONAL,"94,9652",5,2025,"36,2","36,2","5,79","41,99",,50000902,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124190,Cuidado Personal,Venta Directa,20250522,Zona Metropolitana,3000,CHICCO COLONIA 220 ML,1,CS,10,ST,"4358,9","4358,9","697,42","5056,32",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607373,1002056856,Chicco,220,Original,KG,"1,98",,"1,98",Perfumeria,PH-Colonia,HIGIENE PERSONAL,"94,9652",5,2025,"45,9","45,9","7,34","53,24",,50000970,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,Fact. Nac. Pharsana,6000124190,Cuidado Personal,Venta Directa,20250522,Zona Metropolitana,3000,CHICCO COLONIA 100ML,1,CS,28,ST,"6700,68","6700,68","1072,12","7772,8",Factura,Crédito 15 Días,20250606,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607373,1002056856,Chicco,100,Original,KG,"2,464",,"2,464",Perfumeria,PH-Colonia,HIGIENE PERSONAL,"94,9652",5,2025,"70,56","70,56","11,29","81,85",,50001011,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,,,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,N/C Dev. Nac. Phars.,6200039256,Absorbentes,Venta Directa,20250526,Zona Metropolitana,3004,SECUREZZA POST PARTO  (12X15),-1,PAK,-12,PAQ,"-2917,32","-2917,32","-466,77","-3384,09",Abono,Crédito 15 Días,20250610,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607723,1006005195,Securezza,15,Anatómica,KG,-2100,,-2100,Perfumeria,PH-Toalla Post-Parto,INCONTINENCIA,"95,084",5,2025,"-30,68","-30,68","-4,91","-35,59",,50001021,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,Z35,Error De Ventas Al Tomar El Pedido,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,N/C Dev. Nac. Phars.,6200039256,Cuidado Personal,Venta Directa,20250526,Zona Metropolitana,3004,AMY COLONIA 220CC OVAL,-1,CS,-10,ST,"-3437,7","-3437,7","-550,03","-3987,73",Abono,Crédito 15 Días,20250610,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607723,1006005195,Amy,220,Original,KG,-2,,-2,Perfumeria,PH-Colonia,HIGIENE PERSONAL,"95,084",5,2025,"-36,15","-36,15","-5,78","-41,94",,50000902,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,Z35,Error De Ventas Al Tomar El Pedido,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,N/C Dev. Nac. Phars.,6200039256,Absorbentes,Venta Directa,20250526,Zona Metropolitana,3004,SECUREZZA POST PARTO PREMIUM (12X10),-1,PAK,-12,PAQ,"-2415,96","-2415,96","-386,55","-2802,51",Abono,Crédito 15 Días,20250610,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607723,1006005195,Securezza,10,Anatómica,KG,-2100,,-2100,Perfumeria,PH-Toalla Post-Parto,INCONTINENCIA,"95,084",5,2025,"-25,41","-25,41","-4,07","-29,47",,50000632,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,Z35,Error De Ventas Al Tomar El Pedido,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,N/C Dev. Nac. Phars.,6200039256,Cuidado Personal,Venta Directa,20250526,Zona Metropolitana,3004,CHICCO COLONIA 100ML,-1,CS,-28,ST,"-6700,68","-6700,68","-1072,12","-7772,8",Abono,Crédito 15 Días,20250610,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607723,1006005195,Chicco,100,Original,KG,"-2,464",,"-2,464",Perfumeria,PH-Colonia,HIGIENE PERSONAL,"95,084",5,2025,"-70,47","-70,47","-11,28","-81,75",,50001011,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,Z35,Error De Ventas Al Tomar El Pedido,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,N/C Dev. Nac. Phars.,6200039256,Absorbentes,Venta Directa,20250526,Zona Metropolitana,3004,FRIENDS PD REGULAR S/P PROMOCION (12X60),-1,PAK,-12,PAQ,"-2187,96","-2187,96","-350,07","-2538,03",Abono,Crédito 15 Días,20250610,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607723,1006005195,Friends,60,Regular,KG,-1800,,-1800,Perfumeria,PH-Protector Diario,ABSORBENTES FEMENINA,"95,084",5,2025,"-23,01","-23,01","-3,68","-26,69",,50001134,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,Z35,Error De Ventas Al Tomar El Pedido,100143
"COMERCIAL TEQUEMUNDO, C.A.",Detal,N/C Dev. Nac. Phars.,6200039256,Cuidado Personal,Venta Directa,20250526,Zona Metropolitana,3004,CHICCO COLONIA 220 ML,-1,CS,-10,ST,"-4358,9","-4358,9","-697,42","-5056,32",Abono,Crédito 15 Días,20250610,VED,NA,,GV Ger. Reg. Capital,JOHAN A. CISNEROS,00-0607723,1006005195,Chicco,220,Original,KG,"-1,98",,"-1,98",Perfumeria,PH-Colonia,HIGIENE PERSONAL,"95,084",5,2025,"-45,84","-45,84","-7,33","-53,18",,50000970,Detal,,10000048,30,1,X,02.07.2025 - 08:40:06,Z35,Error De Ventas Al Tomar El Pedido,100143
