Soc.;Proveedor;Nombre;Asignacion;Referencia;Clase Doc;Denominación;Nº doc.;Fecha doc.;Cond. Pago;Desc. Pago;D. Venc.;Fecha Venc;Mon.;Imp Mon Lo;Por Vencer;1 -- 30;31 -- 60;61 -- 90;91 -- 9999;Importe;Importe. M;Gr.tes.;Denominación;Ramo;Descr.Ramo;Ref.fact.;Txt.cabec.;Importe Moneda Fuerte;Moneda;Importe MF Fecha Doc
1000;10000288;AGENTES ADUANALES LUGO;3334;3334;AB;Documento contable;0100146758;20.08.2020;;;0;20.08.2020;VES;15,7000;15,7000;0,0000;0,0000;0,0000;0,0000;0,0000;63,45;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;6344854,23;USD;15,70
1000;10000288;AGENTES ADUANALES LUGO;3340;3340;AB;Documento contable;0100148116;11.09.2020;NT00;Contado;  677;11.09.2020;VES;-32,1900;0,0000;0,0000;0,0000;0,0000;-32,1900;0,0000;-130,09;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;-13008998,59;USD;-32,19
1000;10000288;AGENTES ADUANALES LUGO;3339;3339;AB;Documento contable;0100148193;11.09.2020;NT00;Contado;  677;11.09.2020;VES;61,3100;0,0000;0,0000;0,0000;0,0000;61,3100;0,0000;247,80;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;24779646,64;USD;61,31
1000;10000288;AGENTES ADUANALES LUGO;3343;3343;AB;Documento contable;0100148273;18.09.2020;NT00;Contado;  677;18.09.2020;VES;10,1700;0,0000;0,0000;0,0000;0,0000;10,1700;0,0000;41,10;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;4109660,44;USD;10,17
1000;10000288;AGENTES ADUANALES LUGO;3306;3306;AB;Documento contable;0100148541;01.09.2020;NT00;Contado;  677;01.09.2020;VES;-5,7900;0,0000;0,0000;0,0000;0,0000;-5,7900;0,0000;-23,41;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;-2341008,26;USD;-5,79
1000;10000288;AGENTES ADUANALES LUGO;3333;3333;AB;Documento contable;0100148567;01.09.2020;NT00;Contado;  677;01.09.2020;VES;30,7600;0,0000;0,0000;0,0000;0,0000;30,7600;0,0000;124,31;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;12430836,78;USD;30,76
1000;10000288;AGENTES ADUANALES LUGO;3348;3348;AB;Documento contable;0100149133;05.10.2020;;;0;05.10.2020;VES;35,9600;35,9600;0,0000;0,0000;0,0000;0,0000;0,0000;145,36;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;14535743,47;USD;35,96
1000;10000288;AGENTES ADUANALES LUGO;3347;3347;AB;Documento contable;0100149134;01.10.2020;;;0;01.10.2020;VES;5,1400;5,1400;0,0000;0,0000;0,0000;0,0000;0,0000;20,79;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;2078588,67;USD;5,14
1000;10000288;AGENTES ADUANALES LUGO;3329;3329;AB;Documento contable;0100149135;01.10.2020;;;0;01.10.2020;VES;-17,3800;-17,3800;0,0000;0,0000;0,0000;0,0000;0,0000;-70,23;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;-7022713,37;USD;-17,38
1000;10000288;AGENTES ADUANALES LUGO;3358;3358;AB;Documento contable;0100150427;05.11.2020;;;0;05.11.2020;VES;19,6300;19,6300;0,0000;0,0000;0,0000;0,0000;0,0000;79,33;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;7933470,67;USD;19,63
1000;10000288;AGENTES ADUANALES LUGO;3352;3352;AB;Documento contable;0100150429;03.11.2020;;;0;03.11.2020;VES;-74,8700;-74,8700;0,0000;0,0000;0,0000;0,0000;0,0000;-302,61;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;-30261381,52;USD;-74,87
1000;10000288;AGENTES ADUANALES LUGO;3357;3357;AB;Documento contable;0100150442;05.11.2020;NT00;Contado;  677;05.11.2020;VES;18,3500;0,0000;0,0000;0,0000;0,0000;18,3500;0,0000;74,16;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;7416353,14;USD;18,35
1000;10000288;AGENTES ADUANALES LUGO;3364;3364;AB;Documento contable;0100151134;06.11.2020;;;0;06.11.2020;VES;33,5900;33,5900;0,0000;0,0000;0,0000;0,0000;0,0000;135,77;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;13576969,39;USD;33,59
1000;10000288;AGENTES ADUANALES LUGO;3308;3308;AB;Documento contable;0100152403;01.12.2020;;;0;01.12.2020;VES;-0,9300;-0,9300;0,0000;0,0000;0,0000;0,0000;0,0000;-3,74;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;-374378,05;USD;-0,93
1000;10000288;AGENTES ADUANALES LUGO;3366;3366;AB;Documento contable;0100155052;01.02.2021;;;0;01.02.2021;VES;-51,5200;-51,5200;0,0000;0,0000;0,0000;0,0000;0,0000;-208,22;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;-236393566,59;USD;-51,52
1000;10000288;AGENTES ADUANALES LUGO;3376;3376;AB;Documento contable;0100156794;18.02.2021;NT00;Contado;  677;18.02.2021;VES;-204,0600;0,0000;0,0000;0,0000;0,0000;-204,0600;0,0000;-824,77;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;-82477070,97;USD;-204,06
1000;10000288;AGENTES ADUANALES LUGO;3385;3385;AB;Documento contable;0100158474;10.03.2021;;;0;10.03.2021;VES;408,1400;408,1400;0,0000;0,0000;0,0000;0,0000;0,0000;1649,64;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;164963928,02;USD;408,14
1000;10000288;AGENTES ADUANALES LUGO;3388;3388;AB;Documento contable;0100158493;25.03.2021;;;0;25.03.2021;VES;833,3800;833,3800;0,0000;0,0000;0,0000;0,0000;0,0000;3368,36;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;336836404,89;USD;833,38
1000;10000288;AGENTES ADUANALES LUGO;3384;3384;AB;Documento contable;0100158606;10.03.2021;NT00;Contado;  677;10.03.2021;VES;178,3600;0,0000;0,0000;0,0000;0,0000;178,3600;0,0000;720,92;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;72091953,66;USD;178,36
1000;10000288;AGENTES ADUANALES LUGO;3390;3390;AB;Documento contable;0100160595;16.04.2021;;;0;16.04.2021;VES;212,4900;212,4900;0,0000;0,0000;0,0000;0,0000;0,0000;858,86;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;85886151,88;USD;212,49
1000;10000288;AGENTES ADUANALES LUGO;3394;3394;AB;Documento contable;0100160600;23.04.2021;;;0;23.04.2021;VES;-120,8000;-120,8000;0,0000;0,0000;0,0000;0,0000;0,0000;-488,27;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;-48827248,01;USD;-120,80
1000;10000288;AGENTES ADUANALES LUGO;3342;3342;AB;Documento contable;0100161546;01.05.2021;;;0;01.05.2021;VES;-82,8300;-82,8300;0,0000;0,0000;0,0000;0,0000;0,0000;-334,77;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;-33477497,56;USD;-82,83
1000;10000288;AGENTES ADUANALES LUGO;AGENTES ADUANALES;30062021;SA;Documento cta.mayor;0100165254;25.06.2021;;;0;25.06.2021;VES;3,773,1600;3773,1600;0,0000;0,0000;0,0000;0,0000;0,0000;15250,46;A19;K-Operaciones Nacionalización;Z003;Aduanal;;AGENTES ADUANALES LUGOMAR;1525045977,79;USD;3773,16
1000;10000288;AGENTES ADUANALES LUGO;700015802.803.812;;SA;Documento cta.mayor;0100172311;13.08.2021;NT00;Contado;  677;13.08.2021;VES;-13,0200;0,0000;0,0000;0,0000;0,0000;-13,0200;0,0000;-52,63;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;-5263388,00;USD;-13,02
1000;10000288;AGENTES ADUANALES LUGO;A-PC-D 198637;A-PC-D 198637;AB;Documento contable;0100175363;09.07.2021;NT00;Contado;  677;09.07.2021;VES;-8,1900;0,0000;0,0000;0,0000;0,0000;-8,1900;0,0000;-33,11;A19;K-Operaciones Nacionalización;Z003;Aduanal;;A-PC-D 198637;-3311247,32;USD;-8,19
1000;10000288;AGENTES ADUANALES LUGO;A-PC-D 198638;A-PC-D 198638;AB;Documento contable;0100175364;09.07.2021;NT00;Contado;  677;09.07.2021;VES;-286,7400;0,0000;0,0000;0,0000;0,0000;-286,7400;0,0000;-1158,94;A19;K-Operaciones Nacionalización;Z003;Aduanal;;A-PC-D 198638;-115893656,13;USD;-286,74
1000;10000288;AGENTES ADUANALES LUGO;I020418;I020418;AB;Documento contable;0100175366;28.06.2021;NT00;Contado;  677;28.06.2021;VES;-57,8900;0,0000;0,0000;0,0000;0,0000;-57,8900;0,0000;-233,98;A19;K-Operaciones Nacionalización;Z003;Aduanal;;I020418;-23398089,30;USD;-57,89
1000;10000288;AGENTES ADUANALES LUGO;PBL-000977;PBL-000977;AB;Documento contable;0100175368;12.07.2021;NT00;Contado;  677;12.07.2021;VES;-155,4400;0,0000;0,0000;0,0000;0,0000;-155,4400;0,0000;-628,27;A19;K-Operaciones Nacionalización;Z003;Aduanal;;PBL-000977;-62827142,15;USD;-155,44
1000;10000288;AGENTES ADUANALES LUGO;A-09981;A-09981;AB;Documento contable;0100175372;21.07.2021;NT00;Contado;  677;21.07.2021;VES;-322,3600;0,0000;0,0000;0,0000;0,0000;-322,3600;0,0000;-1302,93;A19;K-Operaciones Nacionalización;Z003;Aduanal;;A-09981;-130292982,97;USD;-322,36
1000;10000288;AGENTES ADUANALES LUGO;A-PC-D 200635;A-PC-D 200635;AB;Documento contable;0100175385;28.07.2021;NT00;Contado;  677;28.07.2021;VES;-8,6900;0,0000;0,0000;0,0000;0,0000;-8,6900;0,0000;-35,12;A19;K-Operaciones Nacionalización;Z003;Aduanal;;A-PC-D 200635;-3512262,62;USD;-8,69
1000;10000288;AGENTES ADUANALES LUGO;A-PC-D 200677;A-PC-D 200677;AB;Documento contable;0100175386;28.07.2021;NT00;Contado;  677;28.07.2021;VES;-304,1400;0,0000;0,0000;0,0000;0,0000;-304,1400;0,0000;-1229,29;A19;K-Operaciones Nacionalización;Z003;Aduanal;;A-PC-D 200677;-122929191,86;USD;-304,14
1000;10000288;AGENTES ADUANALES LUGO;I020417;I020417;AB;Documento contable;0100175388;28.06.2021;NT00;Contado;  677;28.06.2021;VES;-57,8900;0,0000;0,0000;0,0000;0,0000;-57,8900;0,0000;-233,98;A19;K-Operaciones Nacionalización;Z003;Aduanal;;I020417;-23398089,30;USD;-57,89
1000;10000288;AGENTES ADUANALES LUGO;H PBL-001453;H PBL-001453;AB;Documento contable;0100175390;28.07.2021;NT00;Contado;  677;28.07.2021;VES;-173,5000;0,0000;0,0000;0,0000;0,0000;-173,5000;0,0000;-701,27;A19;K-Operaciones Nacionalización;Z003;Aduanal;;H PBL-001453;-70126766,63;USD;-173,50
1000;10000288;AGENTES ADUANALES LUGO;A-10034;A-10034;AB;Documento contable;0100175394;09.08.2021;NT00;Contado;  677;09.08.2021;VES;-448,2200;0,0000;0,0000;0,0000;0,0000;-448,2200;0,0000;-1811,64;A19;K-Operaciones Nacionalización;Z003;Aduanal;;A-10034;-181164131,68;USD;-448,22
1000;10000288;AGENTES ADUANALES LUGO;APCJ079229;APCJ079229;AB;Documento contable;0100175396;06.05.2021;NT00;Contado;  677;06.05.2021;VES;-316,8300;0,0000;0,0000;0,0000;0,0000;-316,8300;0,0000;-1280,56;A19;K-Operaciones Nacionalización;Z003;Aduanal;;APCJ079229;-128055914,26;USD;-316,83
1000;10000288;AGENTES ADUANALES LUGO;APCJ079230;APCJ079230;AB;Documento contable;0100175397;06.05.2021;NT00;Contado;  677;06.05.2021;VES;-7,2300;0,0000;0,0000;0,0000;0,0000;-7,2300;0,0000;-29,24;A19;K-Operaciones Nacionalización;Z003;Aduanal;;APCJ079230;-2923651,01;USD;-7,23
1000;10000288;AGENTES ADUANALES LUGO;A000055;A000055;AB;Documento contable;0100175405;18.05.2021;NT00;Contado;  677;18.05.2021;VES;-191,7300;0,0000;0,0000;0,0000;0,0000;-191,7300;0,0000;-774,96;A19;K-Operaciones Nacionalización;Z003;Aduanal;;A000055;-77495704,86;USD;-191,73
1000;10000288;AGENTES ADUANALES LUGO;EXP 20102821;EXP 20102821;AB;Documento contable;0100175407;23.09.2021;NT00;Contado;  677;23.09.2021;VES;-1,951,8300;0,0000;0,0000;0,0000;0,0000;-1951,8300;0,0000;-7888,96;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE 20102821;-788895594,46;USD;-1951,83
1000;10000288;AGENTES ADUANALES LUGO;EXP 20102825;EXP 20102825;AB;Documento contable;0100175427;23.09.2021;NT00;Contado;  677;23.09.2021;VES;-921,5000;0,0000;0,0000;0,0000;0,0000;-921,5000;0,0000;-3724,54;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102825;-372453970,83;USD;-921,50
1000;10000288;AGENTES ADUANALES LUGO;I023226;I023226;AB;Documento contable;0100175434;23.09.2021;NT00;Contado;  677;23.09.2021;VES;-77,0900;0,0000;0,0000;0,0000;0,0000;-77,0900;0,0000;-311,57;A19;K-Operaciones Nacionalización;Z003;Aduanal;;I023226;-31157425,84;USD;-77,09
1000;10000288;AGENTES ADUANALES LUGO;A-09858;A-09858;AB;Documento contable;0100175441;23.09.2021;NT00;Contado;  677;23.09.2021;VES;-10,2800;0,0000;0,0000;0,0000;0,0000;-10,2800;0,0000;-41,55;A19;K-Operaciones Nacionalización;Z003;Aduanal;;A-09858;-4155209,15;USD;-10,28
1000;10000288;AGENTES ADUANALES LUGO;9251209855;9251209855;SA;Documento cta.mayor;0100178457;10.11.2021;;;0;10.11.2021;USD;3,714,9800;3714,9800;0,0000;0,0000;0,0000;0,0000;0,0000;16532,03;A19;K-Operaciones Nacionalización;Z003;Aduanal;;LUGOMAR;3714,98;USD;3714,98
1000;10000288;AGENTES ADUANALES LUGO;I024896;;AB;Documento contable;0100178575;16.11.2021;NT00;Contado;  677;16.11.2021;VED;-72,2500;0,0000;0,0000;0,0000;0,0000;-72,2500;0,0000;-324,27;A19;K-Operaciones Nacionalización;Z003;Aduanal;;TRASLADO FACT CRUCE ANTIC;-72,25;USD;-72,25
1000;10000288;AGENTES ADUANALES LUGO;A-000534;;AB;Documento contable;0100178577;16.11.2021;NT00;Contado;  677;16.11.2021;VED;-224,2200;0,0000;0,0000;0,0000;0,0000;-224,2200;0,0000;-1006,37;A19;K-Operaciones Nacionalización;Z003;Aduanal;;TRASLADO FACT CRUCE ANTIC;-224,22;USD;-224,22
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102824;EXP 20102824;SA;Documento cta.mayor;0100181924;30.08.2021;NT00;Contado;  677;30.08.2021;VED;-434,6300;0,0000;0,0000;0,0000;0,0000;-434,6300;0,0000;-1756,70;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102824;-382,75;USD;-434,63
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102824;EXP 20102824;SA;Documento cta.mayor;0100181925;30.08.2021;NT00;Contado;  677;30.08.2021;VED;-4,514,6200;0,0000;0,0000;0,0000;0,0000;-4514,6200;0,0000;-18247,33;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102824;-3975,71;USD;-4514,62
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102824;EXP 20102824;SA;Documento cta.mayor;0100181927;26.08.2021;NT00;Contado;  677;26.08.2021;VED;-104,3100;0,0000;0,0000;0,0000;0,0000;-104,3100;0,0000;-421,61;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102824;-91,86;USD;-104,31
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102813;EXP 20102813;SA;Documento cta.mayor;0100181928;19.07.2021;NT00;Contado;  677;19.07.2021;VED;-52,6200;0,0000;0,0000;0,0000;0,0000;-52,6200;0,0000;-212,70;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102813;-46,34;USD;-52,62
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102813;EXP 20102813;SA;Documento cta.mayor;0100181929;07.07.2021;NT00;Contado;  677;07.07.2021;VED;-960,4400;0,0000;0,0000;0,0000;0,0000;-960,4400;0,0000;-3881,95;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102813;-845,80;USD;-960,44
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102813;EXP 20102813;SA;Documento cta.mayor;0100181930;07.07.2021;NT00;Contado;  677;07.07.2021;VED;-219,2600;0,0000;0,0000;0,0000;0,0000;-219,2600;0,0000;-886,23;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102813;-193,09;USD;-219,26
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102815;EXP 20102815;SA;Documento cta.mayor;0100181932;21.07.2021;NT00;Contado;  677;21.07.2021;VED;-94,5600;0,0000;0,0000;0,0000;0,0000;-94,5600;0,0000;-382,19;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102815;-83,27;USD;-94,56
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102815;EXP 20102815;SA;Documento cta.mayor;0100181933;23.07.2021;NT00;Contado;  677;23.07.2021;VED;-394,0000;0,0000;0,0000;0,0000;0,0000;-394,0000;0,0000;-1592,48;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102815;-346,97;USD;-394,00
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102815;EXP 20102815;SA;Documento cta.mayor;0100181934;23.07.2021;NT00;Contado;  677;23.07.2021;VED;-394,0000;0,0000;0,0000;0,0000;0,0000;-394,0000;0,0000;-1592,48;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102815;-346,97;USD;-394,00
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102825;EXP 20102825;SA;Documento cta.mayor;0100181944;26.08.2021;NT00;Contado;  677;26.08.2021;VED;-100,3700;0,0000;0,0000;0,0000;0,0000;-100,3700;0,0000;-405,69;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102825;-88,39;USD;-100,37
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102825;EXP 20102825;SA;Documento cta.mayor;0100181945;01.09.2021;NT00;Contado;  677;01.09.2021;VED;-1,374,7600;0,0000;0,0000;0,0000;0,0000;-1374,7600;0,0000;-5556,56;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102825;-1210,66;USD;-1374,76
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102825;EXP 20102825;SA;Documento cta.mayor;0100181946;01.09.2021;NT00;Contado;  677;01.09.2021;VED;-418,2200;0,0000;0,0000;0,0000;0,0000;-418,2200;0,0000;-1690,38;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102825;-368,30;USD;-418,22
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102821;EX 20102821;SA;Documento cta.mayor;0100181947;18.08.2021;NT00;Contado;  677;18.08.2021;VED;-20,5800;0,0000;0,0000;0,0000;0,0000;-20,5800;0,0000;-83,18;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102821;-18,12;USD;-20,58
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102821;EX 20102821;SA;Documento cta.mayor;0100181948;20.08.2021;NT00;Contado;  677;20.08.2021;VED;-85,7500;0,0000;0,0000;0,0000;0,0000;-85,7500;0,0000;-346,59;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102821;-75,51;USD;-85,75
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102821;EX 20102821;SA;Documento cta.mayor;0100181949;20.08.2021;NT00;Contado;  677;20.08.2021;VED;-85,7500;0,0000;0,0000;0,0000;0,0000;-85,7500;0,0000;-346,59;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102821;-75,51;USD;-85,75
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102822;EX 20102822;SA;Documento cta.mayor;0100181950;18.08.2021;NT00;Contado;  677;18.08.2021;VED;-77,2700;0,0000;0,0000;0,0000;0,0000;-77,2700;0,0000;-312,33;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102822;-68,05;USD;-77,27
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102822;EX 20102822;SA;Documento cta.mayor;0100181952;24.08.2021;NT00;Contado;  677;24.08.2021;VED;-321,9800;0,0000;0,0000;0,0000;0,0000;-321,9800;0,0000;-1301,39;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102822;-283,55;USD;-321,98
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102822;EX 20102822;SA;Documento cta.mayor;0100181953;24.08.2021;NT00;Contado;  677;24.08.2021;VED;-321,9800;0,0000;0,0000;0,0000;0,0000;-321,9800;0,0000;-1301,39;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102822;-283,55;USD;-321,98
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102796;EX 20102796;SA;Documento cta.mayor;0100181955;17.02.2021;NT00;Contado;  677;17.02.2021;VED;-42,3900;0,0000;0,0000;0,0000;0,0000;-42,3900;0,0000;-171,33;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102796;-37,33;USD;-42,39
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102796;EX 20102796;SA;Documento cta.mayor;0100181956;23.02.2021;NT00;Contado;  677;23.02.2021;VED;-807,6900;0,0000;0,0000;0,0000;0,0000;-807,6900;0,0000;-3264,56;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102796;-711,28;USD;-807,69
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102796;EX 20102796;SA;Documento cta.mayor;0100181957;23.02.2021;NT00;Contado;  677;23.02.2021;VED;-10,7600;0,0000;0,0000;0,0000;0,0000;-10,7600;0,0000;-43,48;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102796;-9,47;USD;-10,76
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102797;EX 20102797;SA;Documento cta.mayor;0100181960;03.03.2021;NT00;Contado;  677;03.03.2021;VED;-28,2900;0,0000;0,0000;0,0000;0,0000;-28,2900;0,0000;-114,33;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102797;-24,91;USD;-28,29
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102832;EXP 20102832;SA;Documento cta.mayor;0100181997;08.11.2021;NT00;Contado;  677;08.11.2021;VED;-70,2200;0,0000;0,0000;0,0000;0,0000;-70,2200;0,0000;-312,11;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102832;-68,00;USD;-70,22
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102832;EXP 20102832;SA;Documento cta.mayor;0100181998;10.11.2021;NT00;Contado;  677;10.11.2021;VED;-292,2300;0,0000;0,0000;0,0000;0,0000;-292,2300;0,0000;-1300,45;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102832;-283,34;USD;-292,23
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102832;EXP 20102832;SA;Documento cta.mayor;0100181999;10.11.2021;NT00;Contado;  677;10.11.2021;VED;-292,2300;0,0000;0,0000;0,0000;0,0000;-292,2300;0,0000;-1300,45;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102832;-283,34;USD;-292,23
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102827;EXP 20102827;SA;Documento cta.mayor;0100182000;07.10.2021;NT00;Contado;  677;07.10.2021;VED;-39,9300;0,0000;0,0000;0,0000;0,0000;-39,9300;0,0000;-166,33;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102827;-36,24;USD;-39,93
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102827;EXP 20102827;SA;Documento cta.mayor;0100182001;11.10.2021;NT00;Contado;  677;11.10.2021;VED;-166,4400;0,0000;0,0000;0,0000;0,0000;-166,4400;0,0000;-693,06;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102827;-151,00;USD;-166,44
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102827;EXP 20102827;SA;Documento cta.mayor;0100182002;11.10.2021;NT00;Contado;  677;11.10.2021;VED;-166,4400;0,0000;0,0000;0,0000;0,0000;-166,4400;0,0000;-693,06;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102827;-151,00;USD;-166,44
1000;10000288;AGENTES ADUANALES LUGO;EXPEDIENT 20102764;EXP 20102764;SA;Documento cta.mayor;0100182221;31.08.2020;NT00;Contado;  677;31.08.2020;VED;-6,3900;0,0000;0,0000;0,0000;0,0000;-6,3900;0,0000;-25,82;A19;K-Operaciones Nacionalización;Z003;Aduanal;;EXPEDIENTE  20102764;-5,63;USD;-6,39
1000;10000288;AGENTES ADUANALES LUGO;;;AB;Documento contable;0100182745;27.01.2022;NT00;Contado;  677;27.01.2022;VED;-55,6100;0,0000;0,0000;0,0000;0,0000;-55,6100;0,0000;-254,88;A19;K-Operaciones Nacionalización;Z003;Aduanal;;COMPENSACION;-55,61;USD;-55,61
1000;10000288;AGENTES ADUANALES LUGO;;;AB;Documento contable;0100182762;27.01.2022;NT00;Contado;  677;27.01.2022;VED;-54,8800;0,0000;0,0000;0,0000;0,0000;-54,8800;0,0000;-251,54;A19;K-Operaciones Nacionalización;Z003;Aduanal;;COMPENSACION;-54,88;USD;-54,88
1000;10000288;AGENTES ADUANALES LUGO;;;AB;Documento contable;0100182768;27.01.2022;NT00;Contado;  677;27.01.2022;VED;-3,741,3300;0,0000;0,0000;0,0000;0,0000;-3741,3300;0,0000;-17149,13;A19;K-Operaciones Nacionalización;Z003;Aduanal;;COMPENSACION;-3741,34;USD;-3741,33
1000;10000288;AGENTES ADUANALES LUGO;;;AB;Documento contable;0100182776;27.01.2022;NT00;Contado;  677;27.01.2022;VED;-98,9200;0,0000;0,0000;0,0000;0,0000;-98,9200;0,0000;-453,44;A19;K-Operaciones Nacionalización;Z003;Aduanal;;COMPENSACION;-98,92;USD;-98,92
1000;10000288;AGENTES ADUANALES LUGO;164918439;REINTEGRO;SA;Documento cta.mayor;0100189938;23.02.2022;NT00;Contado;  677;23.02.2022;USD;-689,0000;0,0000;0,0000;0,0000;0,0000;-689,0000;0,0000;-2992,12;A19;K-Operaciones Nacionalización;Z003;Aduanal;;REINTEGRO;-689,00;USD;-689,00
1000;10000288;AGENTES ADUANALES LUGO;;;SA;Documento cta.mayor;0100193730;12.09.2022;;;0;12.09.2022;VED;134,0400;134,0400;0,0000;0,0000;0,0000;0,0000;0,0000;1070,07;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;134,04;USD;134,04
1000;10000288;AGENTES ADUANALES LUGO;OC 43-0334;;SA;Documento cta.mayor;0100193771;14.09.2022;;;0;14.09.2022;VED;96,2200;96,2200;0,0000;0,0000;0,0000;0,0000;0,0000;770,18;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;96,22;USD;96,22
1000;10000288;AGENTES ADUANALES LUGO;OC 43-0328;;SA;Documento cta.mayor;0100193780;14.09.2022;;;0;14.09.2022;VED;125,0100;125,0100;0,0000;0,0000;0,0000;0,0000;0,0000;1000,59;A19;K-Operaciones Nacionalización;Z003;Aduanal;;;125,01;USD;125,01
