Soc.;Proveedor;Nombre;Asignacion;Referencia;Clase Doc;Denominación;Nº doc.;Fecha doc.;Cond. Pago;Desc. Pago;D. Venc.;Fecha Venc;Mon.;Imp Mon Lo;Por Vencer;1 -- 30;31 -- 60;61 -- 90;91 -- 9999;Importe;Importe. M;Gr.tes.;Denominación;Ramo;Descr.Ramo;Ref.fact.;Txt.cabec.;Importe Moneda Fuerte;Moneda;Importe MF Fecha Doc
1000;20000254;TRANSPORTE E INVERSION;OC 43-0599;OC 43-0599;KZ;Pago acreedor;1500012270;10.10.2024;;;0;10.10.2024;USD;3,390,0000;3390,0000;0,0000;0,0000;0,0000;0,0000;0,0000;127225,01;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC 43-0599;3390,00;USD;3390,00
1000;20000254;TRANSPORTE E INVERSION;OC 43-0615;OC 43-0615;KZ;Pago acreedor;1500012399;31.10.2024;;;0;31.10.2024;USD;20,560,0000;20560,0000;0,0000;0,0000;0,0000;0,0000;0,0000;875078,83;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC 43-0615;20560,00;USD;20560,00
1000;20000256;INTERCARGO PANAMA S.A;INTERCARGO;INTERCARGO PANAM;SA;Documento cta.mayor;0100160850;26.02.2021;;;0;26.02.2021;USD5;1,078,5100;1078,5100;0,0000;0,0000;0,0000;0,0000;0,0000;4359,16;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;INTERCARGO PANAMA SA;1646,30;USD;1078,51
1000;20000256;INTERCARGO PANAMA S.A;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100182550;31.12.2021;;;0;31.12.2021;USD;699,2200;699,2200;0,0000;0,0000;0,0000;0,0000;0,0000;3209,21;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;DIFERENCIAL;0,01;USD;699,22
1000;20000256;INTERCARGO PANAMA S.A;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100201959;31.12.2022;;;0;31.12.2022;USD;1,208,2800;1208,2800;0,0000;0,0000;0,0000;0,0000;0,0000;20877,55;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;1208,28
1000;20000256;INTERCARGO PANAMA S.A;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100231649;31.12.2023;;;0;31.12.2023;USD;854,6300;854,6300;0,0000;0,0000;0,0000;0,0000;0,0000;30707,18;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;854,63
1000;20000257;FOSHAN LAND PACKAGING;OC 43/269;OC 43/269;SA;Documento cta.mayor;0100160602;04.03.2021;;;0;04.03.2021;USD5;4,648,9700;4648,9700;0,0000;0,0000;0,0000;0,0000;0,0000;18790,34;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;FOSHAN LAND;10075,00;USD;4648,97
1000;20000257;FOSHAN LAND PACKAGING;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100182551;31.12.2021;;;0;31.12.2021;USD;5,997,4400;5997,4400;0,0000;0,0000;0,0000;0,0000;0,0000;27526,45;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;DIFERENCIAL;0,01;USD;5997,44
1000;20000257;FOSHAN LAND PACKAGING;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100201960;31.12.2022;;;0;31.12.2022;USD;7,394,4300;7394,4300;0,0000;0,0000;0,0000;0,0000;0,0000;127766,11;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;7394,43
1000;20000257;FOSHAN LAND PACKAGING;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100231650;31.12.2023;;;0;31.12.2023;USD;5,230,0300;5230,0300;0,0000;0,0000;0,0000;0,0000;0,0000;187917,61;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;5230,03
1000;20000258;ALTALENE;ANTICIPO;ANTICIPO;SA;Documento cta.mayor;0100177518;27.10.2021;;;0;27.10.2021;USD;2,271,4400;2271,4400;0,0000;0,0000;0,0000;0,0000;0,0000;9754,47;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;2273,77;USD;2271,44
1000;20000258;ALTALENE;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100182552;31.12.2021;;;0;31.12.2021;USD;152,1900;152,1900;0,0000;0,0000;0,0000;0,0000;0,0000;698,51;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;DIFERENCIAL;0,01;USD;152,19
1000;20000258;ALTALENE;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100201961;31.12.2022;;;0;31.12.2022;USD;1,668,8100;1668,8100;0,0000;0,0000;0,0000;0,0000;0,0000;28834,81;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;1668,81
1000;20000258;ALTALENE;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100231651;31.12.2023;;;0;31.12.2023;USD;1,180,3500;1180,3500;0,0000;0,0000;0,0000;0,0000;0,0000;42410,62;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;1180,35
1000;20000260;PARTS & EQUIPMENT DEVE;0;0;SA;Documento cta.mayor;0100157931;23.03.2021;;;0;23.03.2021;VES;85,9500;85,9500;0,0000;0,0000;0,0000;0,0000;0,0000;347,40;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;PART EQUIPMENT;190,00;USD;85,95
1000;20000260;PARTS & EQUIPMENT DEVE;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100182553;31.12.2021;;;0;31.12.2021;USD;114,6200;114,6200;0,0000;0,0000;0,0000;0,0000;0,0000;526,07;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;DIFERENCIAL;0,01;USD;114,62
1000;20000260;PARTS & EQUIPMENT DEVE;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100201962;31.12.2022;;;0;31.12.2022;USD;139,4500;139,4500;0,0000;0,0000;0,0000;0,0000;0,0000;2409,48;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;139,45
1000;20000260;PARTS & EQUIPMENT DEVE;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100231652;31.12.2023;;;0;31.12.2023;USD;98,6500;98,6500;0,0000;0,0000;0,0000;0,0000;0,0000;3544,56;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;98,65
1000;20000263;GRUPO TRANSCARGO CORP;GRUPO TRANSCARGO;09082021;SA;Documento cta.mayor;0100170283;09.08.2021;;;0;09.08.2021;USD5;486,5200;486,5200;0,0000;0,0000;0,0000;0,0000;0,0000;1966,42;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;GRUPO TRANSCARGO CORP;483,29;USD;486,52
1000;20000263;GRUPO TRANSCARGO CORP;ANTICIPO;ANTICIPO;SA;Documento cta.mayor;0100180086;15.11.2021;;;0;15.11.2021;USD;1,133,8000;1133,8000;0,0000;0,0000;0,0000;0,0000;0,0000;5080,33;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;1133,80;USD;1133,80
1000;20000263;GRUPO TRANSCARGO CORP;ANTICIPO;ANTICIPO;SA;Documento cta.mayor;0100182471;23.04.2021;;;0;23.04.2021;USD;1,112,0200;1112,0200;0,0000;0,0000;0,0000;0,0000;0,0000;4494,60;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;1793,30;USD;1112,02
1000;20000263;GRUPO TRANSCARGO CORP;ANTICIPO;ANTICIPO;SA;Documento cta.mayor;0100182474;30.09.2021;;;0;30.09.2021;USD;4,595,8800;4595,8800;0,0000;0,0000;0,0000;0,0000;0,0000;18575,77;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;4488,40;USD;4595,88
1000;20000263;GRUPO TRANSCARGO CORP;ANTICIPO;ANTICIPO;SA;Documento cta.mayor;0100182478;22.10.2021;;;0;22.10.2021;USD;2,283,8600;2283,8600;0,0000;0,0000;0,0000;0,0000;0,0000;9617,56;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;2283,86;USD;2283,86
1000;20000263;GRUPO TRANSCARGO CORP;0;0;SA;Documento cta.mayor;0100182867;26.01.2022;;;0;26.01.2022;USD;3,990,6000;3990,6000;0,0000;0,0000;0,0000;0,0000;0,0000;18321,24;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;GRUPO TRANSCARGO;3990,60;USD;3990,60
1000;20000263;GRUPO TRANSCARGO CORP;ANTICIPO;ANTICIPO;SA;Documento cta.mayor;0100192778;05.08.2022;;;0;05.08.2022;USD;1,534,8100;1534,8100;0,0000;0,0000;0,0000;0,0000;0,0000;8964,37;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;1534,81;USD;1534,81
1000;20000263;GRUPO TRANSCARGO CORP;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100231653;31.12.2023;;;0;31.12.2023;USD;69,210,4100;69210,4100;0,0000;0,0000;0,0000;0,0000;0,0000;2486764,81;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;69210,41
1000;20000263;GRUPO TRANSCARGO CORP;COMPENSACION;COMPENSACION;AB;Documento contable;0100245586;01.03.2023;;;0;01.03.2023;VED;-3,782,4900;-3782,4900;0,0000;0,0000;0,0000;0,0000;0,0000;-92144,86;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC. 43-0412/43-0360-43-04;-3782,49;USD;-3782,49
1000;20000263;GRUPO TRANSCARGO CORP;COMPENSACION;COMPENSACION;AB;Documento contable;0100245615;22.03.2024;;;0;22.03.2024;VED;-24,2400;-24,2400;0,0000;0,0000;0,0000;0,0000;0,0000;-880,44;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC. 43-0548/529/528;-24,24;USD;-24,24
1000;20000263;GRUPO TRANSCARGO CORP;COMPENSACION;COMPENSACION;AB;Documento contable;0100245624;12.04.2024;;;0;12.04.2024;VED;-8,5000;-8,5000;0,0000;0,0000;0,0000;0,0000;0,0000;-308,38;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC. 43-0524/527;-8,50;USD;-8,50
1000;20000263;GRUPO TRANSCARGO CORP;COMPENSACION;COMPENSACION;AB;Documento contable;0100245628;24.04.2024;;;0;24.04.2024;VED;-2,0000;-2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-72,78;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC. 43-0547/509/528;-2,00;USD;-2,00
1000;20000263;GRUPO TRANSCARGO CORP;0201004287;COMPENSACION;AB;Documento contable;0100245702;18.08.2023;;;0;18.08.2023;VED;-4,0200;-4,0200;0,0000;0,0000;0,0000;0,0000;0,0000;-127,65;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC. 43-0442/0460;-4,02;USD;-4,02
1000;20000263;GRUPO TRANSCARGO CORP;201003119;201003119;AB;Documento contable;0100246420;22.07.2022;;;0;22.07.2022;VED;-3,4000;-3,4000;0,0000;0,0000;0,0000;0,0000;0,0000;-19,48;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;-3,40;USD;-3,40
1000;20000263;GRUPO TRANSCARGO CORP;FT 2020053;;ZT;Cart.Transf.Proveed.;0700020815;18.06.2024;;;0;18.06.2024;VED;3,454,8900;3454,8900;0,0000;0,0000;0,0000;0,0000;0,0000;125818,80;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;20240618-SF149;3454,89;USD;3454,89
1000;20000263;GRUPO TRANSCARGO CORP;GRUPO TRANSCARGO;ANTICIPO;KZ;Pago acreedor;1500007642;29.06.2022;;;0;29.06.2022;USD;3,713,4000;3713,4000;0,0000;0,0000;0,0000;0,0000;0,0000;20472,35;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;3713,40;USD;3713,40
1000;20000263;GRUPO TRANSCARGO CORP;GRUPO TRANSCARGO;ANTICIPO;KZ;Pago acreedor;1500007643;29.06.2022;;;0;29.06.2022;USD;7,610,2900;7610,2900;0,0000;0,0000;0,0000;0,0000;0,0000;41956,29;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;7610,29;USD;7610,29
1000;20000263;GRUPO TRANSCARGO CORP;'0000000577;'0000000577;KZ;Pago acreedor;1500008141;26.12.2022;;;0;26.12.2022;USD;3,870,0000;3870,0000;0,0000;0,0000;0,0000;0,0000;0,0000;64111,58;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTIC OC 43-0403 SERV PUE;3870,00;USD;3870,00
1000;20000263;GRUPO TRANSCARGO CORP;ANTICIPO;ANTICIPO;KZ;Pago acreedor;1500010916;09.02.2024;;;0;09.02.2024;USD;2,100,0000;2100,0000;0,0000;0,0000;0,0000;0,0000;0,0000;76212,99;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;2100,00;USD;2100,00
1000;20000263;GRUPO TRANSCARGO CORP;0201004771;0201004771;KR;Factura acreedor;1900019073;29.11.2023;N180;Crédito 180 Días;  806;27.05.2024;USD;-431,2600;0,0000;0,0000;0,0000;0,0000;-431,2600;0,0000;-15300,43;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;S/O.C;-420,00;USD;-431,26
1000;20000263;GRUPO TRANSCARGO CORP;0201004948;0201004948;KR;Factura acreedor;1900019075;08.01.2024;N180;Crédito 180 Días;  806;06.07.2024;USD;-1,507,5100;0,0000;0,0000;0,0000;0,0000;-1507,5100;0,0000;-54280,10;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC. 43-0537;-1490,00;USD;-1507,51
1000;20000263;GRUPO TRANSCARGO CORP;0201005006;0201005006;KR;Factura acreedor;1900019076;18.01.2024;N180;Crédito 180 Días;  806;16.07.2024;USD;-148,8100;0,0000;0,0000;0,0000;0,0000;-148,8100;0,0000;-5368,63;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC. 43-0517;-147,37;USD;-148,81
1000;20000263;GRUPO TRANSCARGO CORP;0201004887;0201004887;KR;Factura acreedor;1900019077;19.12.2023;N180;Crédito 180 Días;  806;16.06.2024;USD;-51,0900;0,0000;0,0000;0,0000;0,0000;-51,0900;0,0000;-1821,48;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC. 43-0509;-50,00;USD;-51,09
1000;20000263;GRUPO TRANSCARGO CORP;0201005353;0201005353;KR;Factura acreedor;1900019458;24.04.2024;N180;Crédito 180 Días; 1102;21.10.2024;USD;-403,2500;0,0000;0,0000;0,0000;0,0000;-403,2500;0,0000;-14673,20;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;0;-400,00;USD;-403,25
1000;20000263;GRUPO TRANSCARGO CORP;0201005661;0201005661;KR;Factura acreedor;1900019461;11.06.2024;N180;Crédito 180 Días; 1102;08.12.2024;USD;-211,3400;0,0000;0,0000;0,0000;0,0000;-211,3400;0,0000;-7703,43;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;0;-210,00;USD;-211,34
1000;20000263;GRUPO TRANSCARGO CORP;0201005671;0201005671;KR;Factura acreedor;1900019462;12.06.2024;N180;Crédito 180 Días; 1102;09.12.2024;USD;-4,789,0300;0,0000;0,0000;0,0000;0,0000;-4789,0300;0,0000;-174505,07;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;0;-4757,11;USD;-4789,03
1000;20000263;GRUPO TRANSCARGO CORP;0201005787;0201005787;KR;Factura acreedor;1900019476;16.07.2024;NT00;Contado; 1281;16.07.2024;USD;-190,7700;0,0000;0,0000;0,0000;0,0000;-190,7700;0,0000;-6963,20;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;0;-190,00;USD;-190,77
1000;20000263;GRUPO TRANSCARGO CORP;0201005794;0201005794;KR;Factura acreedor;1900019477;18.07.2024;NT00;Contado; 1281;18.07.2024;USD;-130,3800;0,0000;0,0000;0,0000;0,0000;-130,3800;0,0000;-4764,29;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;0;-130,00;USD;-130,38
1000;20000263;GRUPO TRANSCARGO CORP;0201005945;0201005945;KR;Factura acreedor;1900019674;19.09.2024;N180;Crédito 180 Días;  342;18.03.2025;USD;-2,248,5900;0,0000;0,0000;0,0000;0,0000;-2248,5900;0,0000;-82700,54;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;0;-2125,00;USD;-2248,59
1000;20000263;GRUPO TRANSCARGO CORP;0201005905;0201005905;KR;Factura acreedor;1900019675;05.09.2024;N180;Crédito 180 Días;  356;04.03.2025;USD;-770,0000;0,0000;0,0000;0,0000;0,0000;-770,0000;0,0000;-28215,48;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;0;-725,00;USD;-770,00
1000;20000263;GRUPO TRANSCARGO CORP;0201005904;0201005904;KR;Factura acreedor;1900019676;05.09.2024;N180;Crédito 180 Días;  356;04.03.2025;USD;-122,1400;0,0000;0,0000;0,0000;0,0000;-122,1400;0,0000;-4475,56;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;0;-115,00;USD;-122,14
1000;20000263;GRUPO TRANSCARGO CORP;0201006066;0201006066;KR;Factura acreedor;1900019841;25.10.2024;N180;Crédito 180 Días;  306;23.04.2025;USD;-6,951,7900;0,0000;0,0000;0,0000;0,0000;-6951,7900;0,0000;-284191,22;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;0;-6245,00;USD;-6951,79
1000;20000265;CHANGXING KINGKE IMPOR;ANTICIPO;ANTICIPO;SA;Documento cta.mayor;0100182395;14.12.2021;;;0;14.12.2021;USD;1,697,9400;1697,9400;0,0000;0,0000;0,0000;0,0000;0,0000;7875,39;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;1697,94;USD;1697,94
1000;20000265;CHANGXING KINGKE IMPOR;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100182555;31.12.2021;;;0;31.12.2021;USD;-15,1700;-15,1700;0,0000;0,0000;0,0000;0,0000;0,0000;-69,62;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;DIFERENCIAL;-0,01;USD;-15,17
1000;20000265;CHANGXING KINGKE IMPOR;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100201964;31.12.2022;;;0;31.12.2022;USD;3,769,8200;3769,8200;0,0000;0,0000;0,0000;0,0000;0,0000;65137,55;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;3769,82
1000;20000265;CHANGXING KINGKE IMPOR;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100231654;31.12.2023;;;0;31.12.2023;USD;2,644,2500;2644,2500;0,0000;0,0000;0,0000;0,0000;0,0000;95009,09;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;2644,25
1000;20000265;CHANGXING KINGKE IMPOR;ANTICIPO;ANTICIPO;KZ;Pago acreedor;1500006464;25.03.2022;;;0;25.03.2022;USD;1,708,6600;1708,6600;0,0000;0,0000;0,0000;0,0000;0,0000;7418,81;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;1697,94;USD;1708,66
1000;20000265;CHANGXING KINGKE IMPOR;KKPV210709;FACT KKPV210709;KR;Factura acreedor;1900015325;08.02.2022;;;0;08.02.2022;USD;1,697,9400;1697,9400;0,0000;0,0000;0,0000;0,0000;0,0000;7652,28;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;Kingke/kingsafe;1697,94;USD;1697,94
1000;20000266;FIBRA CREATIVA S.A.C;23092021;23092021;SA;Documento cta.mayor;0100176391;23.09.2021;;;0;23.09.2021;USD5;2,354,3300;2354,3300;0,0000;0,0000;0,0000;0,0000;0,0000;9515,82;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;2360,00;USD;2354,33
1000;20000266;FIBRA CREATIVA S.A.C;ANTICIPO;ANTICIPO;SA;Documento cta.mayor;0100183078;26.01.2022;;;0;26.01.2022;USD;3,636,0000;3636,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16693,24;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ANTICIPO;3636,00;USD;3636,00
1000;20000266;FIBRA CREATIVA S.A.C;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100231655;31.12.2023;;;0;31.12.2023;USD;5,266,5600;5266,5600;0,0000;0,0000;0,0000;0,0000;0,0000;189230,22;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;0,01;USD;5266,56
1000;20000266;FIBRA CREATIVA S.A.C;SALDO DE FT E001-9;DF FT E001-994;SA;Documento cta.mayor;0100253717;30.08.2024;N180;Crédito 180 Días;  589;26.02.2025;USD;-576,9400;0,0000;0,0000;0,0000;0,0000;-576,9400;0,0000;-21130,79;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;-580,00;USD;-576,94
1000;20000266;FIBRA CREATIVA S.A.C;OC 43-0481;OC 43-0481;KZ;Pago acreedor;1500011067;02.02.2024;;;0;02.02.2024;USD;6,000,0000;6000,0000;0,0000;0,0000;0,0000;0,0000;0,0000;217411,20;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC 43-0481;6000,00;USD;6000,00
1000;20000266;FIBRA CREATIVA S.A.C;OC 43-520;OC 43-520;KZ;Pago acreedor;1500011513;21.05.2024;;;0;21.05.2024;USD;9,300,0000;9300,0000;0,0000;0,0000;0,0000;0,0000;0,0000;340103,79;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;OC 43-520;9300,00;USD;9300,00
1000;20000272;HELVETIA EXPORT LP;FT23111VSBY9Z\BNK;ABONO;SA;Documento cta.mayor;0100208030;21.04.2023;N180;Crédito 180 Días;  859;18.10.2023;USD;-1,437,0000;0,0000;0,0000;0,0000;0,0000;-1437,0000;0,0000;-35316,57;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ABONO;-1437,00;USD;-1437,00
1000;20000272;HELVETIA EXPORT LP;2200226232;ABONO;SA;Documento cta.mayor;0100231001;09.10.2023;N180;Crédito 180 Días;  688;06.04.2024;USD;-348,1500;0,0000;0,0000;0,0000;0,0000;-348,1500;0,0000;-12135,29;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ABONO;-348,15;USD;-348,15
1000;20000272;HELVETIA EXPORT LP;2200226237;ABONO;SA;Documento cta.mayor;0100231002;12.10.2023;N180;Crédito 180 Días;  685;09.04.2024;USD;-3,868,5600;0,0000;0,0000;0,0000;0,0000;-3868,5600;0,0000;-134786,82;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ABONO;-3868,56;USD;-3868,56
1000;20000272;HELVETIA EXPORT LP;2200226238;ABONO;SA;Documento cta.mayor;0100231003;12.10.2023;N180;Crédito 180 Días;  685;09.04.2024;USD;-839,3200;0,0000;0,0000;0,0000;0,0000;-839,3200;0,0000;-29243,25;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;ABONO;-839,32;USD;-839,32
1000;20000272;HELVETIA EXPORT LP;DIFERENCIAL;DIFERENCIAL;SA;Documento cta.mayor;0100231686;31.12.2023;N180;Crédito 180 Días;  605;28.06.2024;USD;-607,1700;0,0000;0,0000;0,0000;0,0000;-607,1700;0,0000;-21815,88;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;-0,01;USD;-607,17
1000;20000272;HELVETIA EXPORT LP;25/04/2024 FT24116;0;SA;Documento cta.mayor;0100241663;25.04.2024;N180;Crédito 180 Días;  489;22.10.2024;USD;-3,885,0700;0,0000;0,0000;0,0000;0,0000;-3885,0700;0,0000;-141506,29;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;-3885,07;USD;-3885,07
1000;20000272;HELVETIA EXPORT LP;25/04/2024 FT24116;0;SA;Documento cta.mayor;0100241665;25.04.2024;N180;Crédito 180 Días;  489;22.10.2024;USD;-3,862,9900;0,0000;0,0000;0,0000;0,0000;-3862,9900;0,0000;-140702,07;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;-3862,99;USD;-3862,99
1000;20000272;HELVETIA EXPORT LP;25/04/2024 FT24116;0;SA;Documento cta.mayor;0100241703;25.04.2024;N180;Crédito 180 Días;  489;22.10.2024;USD;-5,355,6000;0,0000;0,0000;0,0000;0,0000;-5355,6000;0,0000;-195067,55;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;-5355,60;USD;-5355,60
1000;20000272;HELVETIA EXPORT LP;FT2414504TF3G\BNK;0;SA;Documento cta.mayor;0100245063;27.05.2024;N180;Crédito 180 Días;  457;23.11.2024;USD;-1,000,0000;0,0000;0,0000;0,0000;0,0000;-1000,0000;0,0000;-36512,90;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;HELVETIA;-1000,00;USD;-1000,00
1000;20000272;HELVETIA EXPORT LP;0004141600001;0;SA;Documento cta.mayor;0100247721;25.06.2024;;;0;25.06.2024;USD;500,0000;500,0000;0,0000;0,0000;0,0000;0,0000;0,0000;18186,25;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;500,00;USD;500,00
1000;20000272;HELVETIA EXPORT LP;ANTICIPO;PAGO;SA;Documento cta.mayor;0100260293;06.11.2024;;;0;06.11.2024;USD;625,5700;625,5700;0,0000;0,0000;0,0000;0,0000;0,0000;27185,77;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;PAGO GTOS HELVETIA;625,57;USD;625,57
1000;20000272;HELVETIA EXPORT LP;ANTICIPO;PAGO;SA;Documento cta.mayor;0100260295;06.11.2024;;;0;06.11.2024;USD;850,5000;850,5000;0,0000;0,0000;0,0000;0,0000;0,0000;36960,69;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;PAGO GTOS HELVETIA;850,50;USD;850,50
1000;20000272;HELVETIA EXPORT LP;ANTICIPO;PAGO;SA;Documento cta.mayor;0100260995;14.11.2024;;;0;14.11.2024;USD;555,0000;555,0000;0,0000;0,0000;0,0000;0,0000;0,0000;25004,42;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;PAGO GTOS HELVETIA;555,00;USD;555,00
1000;20000272;HELVETIA EXPORT LP;ANTICIPO;PAGO;SA;Documento cta.mayor;0100260998;14.11.2024;;;0;14.11.2024;USD;146,4800;146,4800;0,0000;0,0000;0,0000;0,0000;0,0000;6599,36;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;PAGO GTOS HELVETIA;146,48;USD;146,48
1000;20000275; SUNSHINE HYGIENE & HE;EXP 20102865;;SA;Documento cta.mayor;0100196250;29.03.2022;;;0;29.03.2022;USD;17,010,6700;17010,6700;0,0000;0,0000;0,0000;0,0000;0,0000;74324,73;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;8870,57;USD;17010,67
1000;20000275; SUNSHINE HYGIENE & HE;PAGO;PAGO;SA;Documento cta.mayor;0100196315;28.07.2022;;;0;28.07.2022;USD;85,000,0000;85000,0000;0,0000;0,0000;0,0000;0,0000;0,0000;490552,00;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;PAGO;85000,00;USD;85000,00
1000;20000275; SUNSHINE HYGIENE & HE;;;SA;Documento cta.mayor;0100210639;07.08.2022;N180;Crédito 180 Días; 1116;03.02.2023;VED;-116,363,7800;0,0000;0,0000;0,0000;0,0000;-116363,7800;0,0000;-679645,93;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;-85208,17;USD;-116363,78
1000;20000275; SUNSHINE HYGIENE & HE;1500007286;;SA;Documento cta.mayor;0100210641;31.05.2023;;;0;31.05.2023;VED;1,996,3300;1996,3300;0,0000;0,0000;0,0000;0,0000;0,0000;52231,73;A14;K-Materia Prima Extranjera;Z053;Materia Prima;;;9015,73;USD;1996,33
